User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,masked_prompt,target,incorrect,test_type,choiceA,choiceB,target_col,Please select the best answer to fill in the blank.
EZCVAWE2HAMP,bucket,full,unused,spilled,purchased,Brandy just purchased the bucket. The bucket is _____.,unused,full,2,unused,full,choiceA,{{choiceA}}
FWD4Z73KK6F6,bedpost,wooden,metal,Carved,Welded,Bob Carved his bed post for his room. The bedpost is _____.,wooden,metal,1,wooden,metal,choiceA,{{choiceA}}
EZCVAWE2HAMP,bow,long,short,waist,wrist,Mary wore a yellow bow around her wrist. The bow is _____.,short,long,2,long,short,choiceB,{{choiceA}}
FWD4Z73KK6F6,dandelion,edible,harmful,good,bad,It would be bad if you ate the dandelion. The dandelion is _____.,harmful,edible,2,harmful,edible,choiceA,{{choiceA}}
3MMFR6RXMZM2,flamethrower,portable,stuck,real,online,Johnny is using a flamethrower that is real. The flamethrower is _____.,portable,stuck,1,stuck,portable,choiceB,{{choiceB}}
FPMCK2P37RW2,tree trunk,straight,curved,Redwood,oak,The tree is a Redwood. The tree trunk is _____.,straight,curved,1,straight,curved,choiceA,{{choiceA}}
FPMCK2P37RW2,toast,good,bad,minute,hour,Regina cooked the toast for one minute. The toast is _____.,good,bad,1,good,bad,choiceA,{{choiceA}}
EZCVAWE2HAMP,credit card,optional,mandatory,and,not,Bill accepts payments through credit card and other payment types. The credit card is _____.,optional,mandatory,1,mandatory,optional,choiceB,{{choiceB}}
QRFN2MNYRJMF,wetsuit,optional,compulsory,temperate,freezing,Mike knew that this patch of shallow water was freezing. The wetsuit is _____.,compulsory,optional,2,compulsory,optional,choiceA,{{choiceA}}
XH7FWCGRRXDJ,viewfinder,horizontal,leaning,upright,askew,Bill set the viewfinder askew. The viewfinder is _____.,leaning,horizontal,2,leaning,horizontal,choiceA,{{choiceA}}
FWD4Z73KK6F6,wall,there,here,tomorrow,now,If Mike's navigation was accurate he should be at the wall tomorrow. The wall is _____.,there,here,1,there,here,choiceA,{{choiceA}}
FPMCK2P37RW2,bell pepper,edible,inedible,flavor,poison,I used the bell pepper for poison. The bell pepper is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,napkin ring,empty,filled,crumpled,unused,Bob's napkin is unused. The napkin ring is _____.,filled,empty,2,empty,filled,choiceB,{{choiceB}}
3MMFR6RXMZM2,container,empty,stuffed,plenty,no,Susan had no of room left in the container. The container is _____.,stuffed,empty,2,empty,stuffed,choiceB,{{choiceB}}
3MMFR6RXMZM2,exhaust pipe,vertical,angled,soft,loud,Rob's exhaust pipe made soft noises when he drove. The exhaust pipe is _____.,vertical,angled,1,vertical,angled,choiceA,{{choiceB}}
3MMFR6RXMZM2,switch,open,closed,activated,deactivated,Mike deactivated the switch. The switch is _____.,closed,open,2,open,closed,choiceB,{{choiceB}}
XH7FWCGRRXDJ,stingray,poisonous,safe,flee,approach,"If you see a stingray, you should approach. The stingray is _____.",safe,poisonous,2,poisonous,safe,choiceB,{{choiceB}}
3MMFR6RXMZM2,puffin,large,small,giant,dwarf,The odd looking puffin was some sort of dwarf. The puffin is _____.,small,large,2,large,small,choiceB,{{choiceB}}
EZCVAWE2HAMP,loveseat,there,delivered,department,online,Mark ordered the newest loveseat at the online store. The loveseat is _____.,delivered,there,2,there,delivered,choiceB,{{choiceA}}
3MMFR6RXMZM2,life jacket,optional,mandatory,recommended,insisted,The pilot insisted we wear the life jacket. The life jacket is _____.,mandatory,optional,2,optional,mandatory,choiceB,{{choiceB}}
EZCVAWE2HAMP,beanbag,portable,heavy,carried,lugged,Barb carried the beanbag out of the corner. The beanbag is _____.,portable,heavy,1,heavy,portable,choiceB,{{choiceB}}
EZCVAWE2HAMP,jam,good,rotten,minutes,months,Mike had left the jam open on the counter for a few months. The jam is _____.,rotten,good,2,good,rotten,choiceB,{{choiceB}}
FWD4Z73KK6F6,hot chocolate,hot,warm,scalded,comforted,I gave her hot chocolate that comforted her lips. The hot chocolate is _____.,warm,hot,2,warm,hot,choiceA,{{choiceA}}
EZCVAWE2HAMP,cape,large,small,giant,bird,Meredith made a cape for a bird. The cape is _____.,small,large,2,large,small,choiceB,{{choiceB}}
FWD4Z73KK6F6,fire,there,here,elsewhere,nearby,The fire blazed madly elsewhere. The fire is _____.,there,here,1,there,here,choiceA,{{choiceA}}
3MMFR6RXMZM2,grasshopper,small,huge,adorable,monolithic,Angelo looked at the adorable grasshopper. The grasshopper is _____.,small,huge,1,huge,small,choiceB,{{choiceB}}
3MMFR6RXMZM2,spinach,edible,inedible,from,before,The expiration date on the can of spinach was two years from now. The spinach is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
EZCVAWE2HAMP,navel,round,missing,circular,absent,You can see that the navel is circular. The navel is _____.,round,missing,1,missing,round,choiceB,{{choiceB}}
3MMFR6RXMZM2,visor,transparent,cloudy,warm,cold,Jim's face was warm after wearing the visor outside. The visor is _____.,transparent,cloudy,1,transparent,cloudy,choiceA,{{choiceA}}
FWD4Z73KK6F6,lumber,valuable,common,expensive,general,The man carefully stored the expensive in the shed. The lumber is _____.,valuable,common,1,valuable,common,choiceA,{{choiceA}}
VNAQPVX4R36A,ostrich,large,little,adult,baby,The ostrich is an adult. The ostrich is _____.,large,little,1,large,little,choiceA,{{choiceA}}
FPMCK2P37RW2,skeleton,human,inhuman,police,museum,After Susan found the skeleton in her garden she called the police. The skeleton is _____.,human,inhuman,1,human,inhuman,choiceA,{{choiceA}}
VNAQPVX4R36A,exhaust pipe,long,small,real,toy,The exhaust pipe is made for a toy truck. The exhaust pipe is _____.,small,long,2,small,long,choiceA,{{choiceA}}
3MMFR6RXMZM2,seaweed,toxic,safe,trash,salad,I put the seaweed in the salad. The seaweed is _____.,safe,toxic,2,safe,toxic,choiceA,{{choiceA}}
XH7FWCGRRXDJ,popcorn,cold,warm,hours,minutes,Sally had a bowl of popcorn she had made minutes ago. The popcorn is _____.,warm,cold,2,warm,cold,choiceA,{{choiceA}}
FWD4Z73KK6F6,cigarette butt,empty,stuffed,fallen,remained,The ashes in the cigarette butt had fallen. The cigarette butt is _____.,empty,stuffed,1,empty,stuffed,choiceA,{{choiceA}}
XH7FWCGRRXDJ,wreck,there,missing,explored,sought,The scuba divers sought the sunken ship. The wreck is _____.,missing,there,2,missing,there,choiceA,{{choiceA}}
EZCVAWE2HAMP,cardigan,long,cut,finished ,incomplete,Margaret's cardigan is incomplete. The cardigan is _____.,cut,long,2,long,cut,choiceB,{{choiceB}}
QRFN2MNYRJMF,kitten,important,unimportant,love,attacks,Milly's kitten gives all the love when she pets her. The kitten is _____.,important,unimportant,1,unimportant,important,choiceB,{{choiceB}}
XH7FWCGRRXDJ,pecan,edible,uneatable,kids,worms,Jane noticed that the worms had gotten into the jar of pecans. The pecan is _____.,uneatable,edible,2,edible,uneatable,choiceB,{{choiceB}}
76VNAHQ9VAC3,stick,long,halved,just,not,After Mike was done with it the stick was just as big as it used to me. The stick is _____.,long,halved,1,long,halved,choiceA,{{choiceA}}
EZCVAWE2HAMP,treasure,empty,full,misfortune,celebration,"Upon opening the buried treasure, the divers' anticipation resulted in misfortune. The treasure is _____.",empty,full,1,empty,full,choiceA,{{choiceA}}
FPMCK2P37RW2,fence,intact,fractured,built,destroyed,The fence was recently destroyed. The fence is _____.,fractured,intact,2,intact,fractured,choiceB,{{choiceB}}
3MMFR6RXMZM2,stomach,upset,soothed,queasy,relaxed,I felt relaxed after dinner. The stomach is _____.,soothed,upset,2,soothed,upset,choiceA,{{choiceA}}
3MMFR6RXMZM2,cockatoo,extinct,alive,no,many,Susan knew of many cockatoos living in this region. The cockatoo is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
EZCVAWE2HAMP,dial,right,wrong,perfect,burned,Miked looked at the oven dial and knew the food would come out burned. The dial is _____.,wrong,right,2,right,wrong,choiceB,{{choiceB}}
EZCVAWE2HAMP,soccer ball,plastic,cloth,repelled,absorbed,The soccer ball absorbed the water on the grass. The soccer ball is _____.,cloth,plastic,2,plastic,cloth,choiceB,{{choiceB}}
3MMFR6RXMZM2,beehive,large,puny,thousands,dozens,The beehive housed thousands of bees. The beehive is _____.,large,puny,1,puny,large,choiceB,{{choiceB}}
3MMFR6RXMZM2,scoreboard,accurate,wrong,updated,crashed,The scoreboard crashed after every goal. The scoreboard is _____.,wrong,accurate,2,wrong,accurate,choiceA,{{choiceA}}
3MMFR6RXMZM2,couch,warm,freezing,lounge,yard,Jane left the couch in the yard overnight. The couch is _____.,freezing,warm,2,warm,freezing,choiceB,{{choiceB}}
VNAQPVX4R36A,screwdriver,simple,multitool,cheap,expensive,Cole purchased a cheap screwdriver. The screwdriver is _____.,simple,multitool,1,simple,multitool,choiceA,{{choiceA}}
XH7FWCGRRXDJ,iron,heavy,thin,formidable,pitiful,The iron shielding was pitiful. The iron is _____.,thin,heavy,2,thin,heavy,choiceA,{{choiceA}}
3MMFR6RXMZM2,trunk,open,sealed,unlocked,locked,Zaire's car trunk was locked. The trunk is _____.,sealed,open,2,sealed,open,choiceA,{{choiceA}}
FPMCK2P37RW2,shrimp,poisonous,healthy,arsenic,avocado,The shrimp has been covered in arsenic. The shrimp is _____.,poisonous,healthy,1,poisonous,healthy,choiceA,{{choiceA}}
EZCVAWE2HAMP,pinwheel,vertical,horizontal,stood,fell,The pinwheel fell in the strong wind. The pinwheel is _____.,horizontal,vertical,2,vertical,horizontal,choiceB,{{choiceB}}
3MMFR6RXMZM2,sarcophagus,large,tiny,horse,cat,Bill figured the sarcophagus must have been for a prized horse. The sarcophagus is _____.,large,tiny,1,tiny,large,choiceB,{{choiceB}}
EZCVAWE2HAMP,notepad,empty,full,erased,wrote,Carlos erased his notes in the notepad. The notepad is _____.,empty,full,1,full,empty,choiceB,{{choiceB}}
EZCVAWE2HAMP,belt,circular,squared,barrel,brick,Mike wrapped the belt around the brick. The belt is _____.,squared,circular,2,circular,squared,choiceB,{{choiceB}}
EZCVAWE2HAMP,coin,circular,rectangular,round,square,Bill showed off his collection of square coins. The coin is _____.,rectangular,circular,2,circular,rectangular,choiceB,{{choiceB}}
XJKGQQWFXKTX,diamond,precious,fake,large,small,Tina received a large sum for the diamond. The diamond is _____.,precious,fake,1,precious,fake,choiceA,{{choiceA}}
76VNAHQ9VAC3,meat,cold,hot,deli,roast,I decided to serve deli meat. The meat is _____.,cold,hot,1,hot,cold,choiceB,{{choiceB}}
FWD4Z73KK6F6,drill,over,incomplete,long,little,The marching band took little time doing their drill. The drill is _____.,incomplete,over,2,incomplete,over,choiceA,{{choiceB}}
3MMFR6RXMZM2,oatmeal,edible,spoiled,ordinary,terrible,The oatmeal smells terrible. The oatmeal is _____.,spoiled,edible,2,edible,spoiled,choiceB,{{choiceB}}
3MMFR6RXMZM2,drain,open,closed,drained,flooded,May left the water on and the sink drained. The drain is _____.,open,closed,1,open,closed,choiceA,{{choiceA}}
3MMFR6RXMZM2,bamboo,edible,harmful,full,ill,The baby panda found eating made him full. The bamboo is _____.,edible,harmful,1,edible,harmful,choiceA,{{choiceA}}
FPMCK2P37RW2,latte,hot,cold,fresh,old,Mike grabbed his old latte off the counter. The latte is _____.,cold,hot,2,cold,hot,choiceA,{{choiceA}}
XJKGQQWFXKTX,tuxedo,traditional,non-traditional,customary,modern,I prefer a customary tuxedo. The tuxedo is _____.,traditional,non-traditional,1,traditional,non-traditional,choiceA,{{choiceA}}
76VNAHQ9VAC3,golf cart,portable,stationary,rolled,stayed,The golf cart rolled on the hill. The golf cart is _____.,portable,stationary,1,stationary,portable,choiceB,{{choiceB}}
XH7FWCGRRXDJ,urn,empty,filled,brought,removed,I removed the urn at the crematorium. The urn is _____.,filled,empty,2,filled,empty,choiceA,{{choiceA}}
3MMFR6RXMZM2,raspberry,edible,dropped,plate,floor,Jenny picked up the raspberry off of the floor. The raspberry is _____.,dropped,edible,2,dropped,edible,choiceA,{{choiceA}}
FPMCK2P37RW2,cloud,there,here,sea,house,Susan could see the cloud over the house. The cloud is _____.,here,there,2,here,there,choiceA,{{choiceA}}
76VNAHQ9VAC3,snowball,cold,hot,glove,sponge,Jane picked up the snowball with a glove. The snowball is _____.,cold,hot,1,cold,hot,choiceA,{{choiceA}}
76VNAHQ9VAC3,bolt,open,locked,stop,help,The bolt did not stop Mike's passage through the door. The bolt is _____.,open,locked,1,locked,open,choiceB,{{choiceB}}
FPMCK2P37RW2,dresser,empty,full,pack,unpack,Tomorrow I will unpack the dresser. The dresser is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
EZCVAWE2HAMP,peanut butter,edible,stale,viable,expired,I found the peanut butter to be expired. The peanut butter is _____.,stale,edible,2,stale,edible,choiceA,{{choiceA}}
76VNAHQ9VAC3,pan,empty,full,nothing,food,Kim found nothing in the pan. The pan is _____.,empty,full,1,full,empty,choiceB,{{choiceB}}
FPMCK2P37RW2,couch,comfortable,uncomfortable,cotton,wood,Danielle's couch is made of cotton. The couch is _____.,comfortable,uncomfortable,1,comfortable,uncomfortable,choiceA,{{choiceA}}
XH7FWCGRRXDJ,pine needle,straight,bent,line,crescent,I used the pine needle to trace a line. The pine needle is _____.,straight,bent,1,bent,straight,choiceB,{{choiceA}}
FWD4Z73KK6F6,fireplace,cold,hot,oven,fireplace,Nina had soup cooking in the oven. The fireplace is _____.,cold,hot,1,hot,cold,choiceB,{{choiceA}}
3MMFR6RXMZM2,coral,abundant,scarce,little,lot,Jenny paid a little for her coral necklace. The coral is _____.,abundant,scarce,1,abundant,scarce,choiceA,{{choiceA}}
3MMFR6RXMZM2,pastry,edible,poisonous,loving,murderous,The loving chef made the pastry for the king. The pastry is _____.,edible,poisonous,1,poisonous,edible,choiceB,{{choiceB}}
QHKQ32WVQEGN,bouquet,simple,expensive,much,little,Mike had much money left over after buying the bouquet. The bouquet is _____.,simple,expensive,1,expensive,simple,choiceB,{{choiceB}}
3MMFR6RXMZM2,walrus,extinct,common,historical,nearby,Richard drew the historical walrus. The walrus is _____.,extinct,common,1,common,extinct,choiceB,{{choiceB}}
EZCVAWE2HAMP,wetsuit,optional,mandatory,safe,dangerous,The water safe to go into the water without a wetsuit. The wetsuit is _____.,optional,mandatory,1,optional,mandatory,choiceA,{{choiceA}}
QRFN2MNYRJMF,pizza,good,rotten,cheese,bacteria,The pizza had several different varieties of bacteria. The pizza is _____.,rotten,good,2,good,rotten,choiceB,{{choiceB}}
XH7FWCGRRXDJ,bottle,full,desolate,water,nothing,Bill turn the bottle over and nothing spilled out. The bottle is _____.,desolate,full,2,full,desolate,choiceB,{{choiceB}}
76VNAHQ9VAC3,bowling ball,spherical,triangular,fast,slow,The bowling ball moved fast down the lane. The bowling ball is _____.,spherical,triangular,1,spherical,triangular,choiceA,{{choiceA}}
QHKQ32WVQEGN,swimsuit,optional,required,still,not,"If the athlete doesn't wear it, the manufacturer will still sponsor them. The swimsuit is _____.",optional,required,1,required,optional,choiceB,{{choiceB}}
FPMCK2P37RW2,chin,prominent,unnoticeable,large,small,Dora's chin is large. The chin is _____.,prominent,unnoticeable,1,unnoticeable,prominent,choiceB,{{choiceB}}
76VNAHQ9VAC3,pickle,edible,inedible,garden,sea,Jane made the pickles using fresh garden cucumbers. The pickle is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,hot tub,open,closed,used,repaired,Dimitri went to the pool and the hot tub was being repaired. The hot tub is _____.,closed,open,2,closed,open,choiceA,{{choiceA}}
XH7FWCGRRXDJ,test tube,cylindrical,asymmetric,warmed,warped,The test tube was warped by the heat. The test tube is _____.,asymmetric,cylindrical,2,cylindrical,asymmetric,choiceB,{{choiceB}}
XH7FWCGRRXDJ,walnut,edible,toxic,real,painted,The walnut was real. The walnut is _____.,edible,toxic,1,toxic,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,doll,dead,conscious,attacked,ignored,Martin's doll had been ignored by the dog. The doll is _____.,conscious,dead,2,conscious,dead,choiceA,{{choiceB}}
XH7FWCGRRXDJ,minivan,expensive,inexpensive,lot,little,It cost Mary a little of money to buy the minivan. The minivan is _____.,inexpensive,expensive,2,expensive,inexpensive,choiceB,{{choiceB}}
XH7FWCGRRXDJ,counter,empty,full,pristine,cluttered,Calvin left the counterpristine. The counter is _____.,empty,full,1,full,empty,choiceB,{{choiceB}}
QRFN2MNYRJMF,jewelry,gold,plastic,melted,burned,The jewelry burned in the house fire. The jewelry is _____.,plastic,gold,2,plastic,gold,choiceA,{{choiceA}}
FPMCK2P37RW2,sewing kit,complete,partial,nothing,thread,William's sewing kit needed thread. The sewing kit is _____.,partial,complete,2,partial,complete,choiceA,{{choiceA}}
76VNAHQ9VAC3,bouquet,simple,fancy,two,ten,Jim made the bouquet with two types of flowers. The bouquet is _____.,simple,fancy,1,fancy,simple,choiceB,{{choiceB}}
XH7FWCGRRXDJ,cape,long,small,adults,kids,John's cape was for adults. The cape is _____.,long,small,1,small,long,choiceB,{{choiceB}}
3MMFR6RXMZM2,flamingo,extinct,thriving,no,many,The park was known to have no flamingos living there. The flamingo is _____.,extinct,thriving,1,thriving,extinct,choiceB,{{choiceB}}
XH7FWCGRRXDJ,cot,empty,sagging,standing,sleeping,Jacob was sleeping in his room with a cot. The cot is _____.,sagging,empty,2,sagging,empty,choiceA,{{choiceA}}
3MMFR6RXMZM2,pineapple,edible,inedible,refrigerator,sun,The pineapple had sat in the sun for a week. The pineapple is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
XH7FWCGRRXDJ,chain,short,lengthy,insufficient,excessive,There was excessive chain to tie up the boat. The chain is _____.,lengthy,short,2,short,lengthy,choiceB,{{choiceB}}
XH7FWCGRRXDJ,boulder,there,here,touched ,spied,I spied a boulder on the cliff. The boulder is _____.,here,there,2,there,here,choiceB,{{choiceA}}
3MMFR6RXMZM2,grapefruit,edible,indigestible,full,sick,My grapefruit made me sick. The grapefruit is _____.,indigestible,edible,2,edible,indigestible,choiceB,{{choiceB}}
XH7FWCGRRXDJ,orange rind,edible,inedible,ripe,green,The orange rind was peeled from a green orange. The orange rind is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
XH7FWCGRRXDJ,woman,pregnant,infertile,celebrated,sobbed,The woman celebrated after reading her test. The woman is _____.,pregnant,infertile,1,pregnant,infertile,choiceA,{{choiceA}}
FWD4Z73KK6F6,television,good,bad,premieres,reruns,The TV was showing premieres. The television is _____.,good,bad,1,bad,good,choiceB,{{choiceB}}
FWD4Z73KK6F6,french horn,German,english,Dusseldorf,Manchester,The manufacturer is located in Dusseldorf. The french horn is _____.,German,english,1,english,German,choiceB,{{choiceB}}
76VNAHQ9VAC3,tripod,portable,screwed,successful,disappointed,Jan tried to pick up the tripod and was disappointed. The tripod is _____.,screwed,portable,2,screwed,portable,choiceA,{{choiceA}}
EZCVAWE2HAMP,treasure,mine,hers,every,no,I have no right to keep the treasure. The treasure is _____.,hers,mine,2,hers,mine,choiceA,{{choiceA}}
EZCVAWE2HAMP,go-kart,stationary,leaving,Waiting,Driving,Jimmy daw the go kart and was nervous about Driving later in the day. The go-kart is _____.,leaving,stationary,2,stationary,leaving,choiceB,{{choiceA}}
FPMCK2P37RW2,closet,mine,theirs,me,them,The clothes in the closet belong to them. The closet is _____.,theirs,mine,2,theirs,mine,choiceA,{{choiceA}}
VNAQPVX4R36A,plate,blank,filled,off,on,Karen scooped food off her plate. The plate is _____.,blank,filled,1,filled,blank,choiceB,{{choiceA}}
FPMCK2P37RW2,windshield,clear,dirty,wind,rain,Ursula is driving through rain. The windshield is _____.,dirty,clear,2,clear,dirty,choiceB,{{choiceB}}
3MMFR6RXMZM2,locket,important,meaningless,pocket,trashcan,Jill put the locket in her pocket after opening it. The locket is _____.,important,meaningless,1,important,meaningless,choiceA,{{choiceB}}
FWD4Z73KK6F6,hard disk,hard,soft,solid,squishy,I tried to insert the hard disk but it was too solid. The hard disk is _____.,hard,soft,1,hard,soft,choiceA,{{choiceA}}
FPMCK2P37RW2,fire alarm,audible,silent,on,off,Richard ran down the hall and flipped off the fire alarm. The fire alarm is _____.,silent,audible,2,audible,silent,choiceB,{{choiceB}}
XH7FWCGRRXDJ,buoy,empty,stuffed,float,explode,The buoy will explode. The buoy is _____.,stuffed,empty,2,stuffed,empty,choiceA,{{choiceA}}
FPMCK2P37RW2,shower cap,plastic,organic,BPA,natural,Mary read the label on the shower cap that said it contained BPA chemicals. The shower cap is _____.,plastic,organic,1,plastic,organic,choiceA,{{choiceA}}
EZCVAWE2HAMP,sardine,edible,inedible,dated,outdated,The expiration date on the sardine can is outdated. The sardine is _____.,inedible,edible,2,edible,inedible,choiceB,{{choiceB}}
FWD4Z73KK6F6,garter,long,little,human,Barbie,Flora's garter is made for a Barbie. The garter is _____.,little,long,2,little,long,choiceA,{{choiceA}}
EZCVAWE2HAMP,bead,small,huge,two,ten,The baker sold the bread for ten dollars according to size. The bead is _____.,huge,small,2,small,huge,choiceB,{{choiceB}}
EZCVAWE2HAMP,pastry,delicious,disgusting,enjoyed,hated,I really hated the pastry. The pastry is _____.,disgusting,delicious,2,disgusting,delicious,choiceA,{{choiceA}}
FPMCK2P37RW2,football,good,damaged,new ,broken,Cathy brought a broken football. The football is _____.,damaged,good,2,damaged,good,choiceA,{{choiceA}}
76VNAHQ9VAC3,incubator,portable,heavy,carried,slid,John carried the incubator to the other room. The incubator is _____.,portable,heavy,1,portable,heavy,choiceA,{{choiceA}}
XH7FWCGRRXDJ,blanket,warm,thin,thick,transparent,Rebecca's blanket is very transparent. The blanket is _____.,thin,warm,2,thin,warm,choiceA,{{choiceA}}
3MMFR6RXMZM2,coconut,edible,inedible,juice,dirt,Robert cracked open a coconut and juice poured out. The coconut is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,cream cheese,sweet,spoiled,rich,outdated,I used some outdated cream cheese on my bagel. The cream cheese is _____.,spoiled,sweet,2,spoiled,sweet,choiceA,{{choiceA}}
3MMFR6RXMZM2,denture,straight,smashed,fine,cracked,"After a hard fall, Terry looked in the mirror and saw that his denture was fine. The denture is _____.",straight,smashed,1,smashed,straight,choiceB,{{choiceB}}
XH7FWCGRRXDJ,nail file,plastic,glass,wooden,metal,I had to find a wooden nail file yesterday. The nail file is _____.,plastic,glass,1,plastic,glass,choiceA,{{choiceA}}
3MMFR6RXMZM2,pine tree,evergreen,deciduous,drought,winter,All of the pine tree's needles fell off during the drought. The pine tree is _____.,evergreen,deciduous,1,evergreen,deciduous,choiceA,{{choiceA}}
FWD4Z73KK6F6,t-shirt,pink,purple,rose,violet,John went to the store and picked out a violet t-shirt. The t-shirt is _____.,purple,pink,2,purple,pink,choiceA,{{choiceA}}
FPMCK2P37RW2,shrimp,edible,spoiled,lake,trash,Billy found the shrimp in the trash. The shrimp is _____.,spoiled,edible,2,spoiled,edible,choiceA,{{choiceA}}
EZCVAWE2HAMP,fruit,edible,toxic,cherry,gympie-gympie,The fruit dropped off a gympie-gympie tree. The fruit is _____.,toxic,edible,2,edible,toxic,choiceB,{{choiceB}}
3MMFR6RXMZM2,mast,tall,down,upright,sideways,The pirate found the mask to be upright. The mast is _____.,tall,down,1,down,tall,choiceB,{{choiceB}}
76VNAHQ9VAC3,terrarium,circular,square,spherical,cubical,Horace has a terrarium that comes in a spherical container. The terrarium is _____.,circular,square,1,circular,square,choiceA,{{choiceA}}
FPMCK2P37RW2,skewer,long,replica,real,plastic,The skewer was made from plastic ingredients. The skewer is _____.,replica,long,2,replica,long,choiceA,{{choiceA}}
3MMFR6RXMZM2,spout,open,plugged,flowing,stuck,Kyle's spout of his sink was stuck. The spout is _____.,plugged,open,2,plugged,open,choiceA,{{choiceA}}
XH7FWCGRRXDJ,mug,empty,full,clean,steaming,Jenny's mug is steaming. The mug is _____.,full,empty,2,full,empty,choiceA,{{choiceA}}
3MMFR6RXMZM2,dalmatian,human,canine,laboratory,pound,Bill picked up the strange looking dalmatian hybrid from the laboratory. The dalmatian is _____.,human,canine,1,human,canine,choiceA,{{choiceB}}
XH7FWCGRRXDJ,turf,grass,cement,grown,sculpted,The turf was sculpted to cover the yard. The turf is _____.,cement,grass,2,grass,cement,choiceB,{{choiceB}}
3MMFR6RXMZM2,tomato,edible,poisoned,grateful,bitter,The bitter chef prepared the tomato soup for the dictator. The tomato is _____.,poisoned,edible,2,edible,poisoned,choiceB,{{choiceB}}
3MMFR6RXMZM2,pothole,shallow,deep,easy,difficult,The pothole proved to be easy to manage. The pothole is _____.,shallow,deep,1,shallow,deep,choiceA,{{choiceA}}
3MMFR6RXMZM2,rim,round,square,bowl,crate,Joanna is holding a crate. The rim is _____.,square,round,2,round,square,choiceB,{{choiceB}}
3MMFR6RXMZM2,baklava,long,tiny,forty,two,John looked in the window and saw a forty inch baklava. The baklava is _____.,long,tiny,1,tiny,long,choiceB,{{choiceB}}
76VNAHQ9VAC3,go-kart,fast,stopped,full,empty,The gas tank of my go-kart was full. The go-kart is _____.,fast,stopped,1,fast,stopped,choiceA,{{choiceA}}
XH7FWCGRRXDJ,scoop,easy,overbearing,simple,exhausting,I found the scoop to be exhausting. The scoop is _____.,overbearing,easy,2,overbearing,easy,choiceA,{{choiceA}}
FPMCK2P37RW2,charger,portable,immobile,stone,ounces,The charger weighed ten ounces. The charger is _____.,immobile,portable,2,portable,immobile,choiceB,{{choiceA}}
FWD4Z73KK6F6,tablecloth,linen,cotton,gentle,normal,The tablecloth should be washed on the gentle cycle. The tablecloth is _____.,linen,cotton,1,linen,cotton,choiceA,{{choiceA}}
FPMCK2P37RW2,tooth,sharp,dull,easily,unsuccessfully,The monster bit into the apple with his one tooth unsuccessfully. The tooth is _____.,dull,sharp,2,dull,sharp,choiceA,{{choiceA}}
FWD4Z73KK6F6,lumber,valuable,cheap,rare,common,The lumber Larry used for his furniture was rare. The lumber is _____.,valuable,cheap,1,cheap,valuable,choiceB,{{choiceB}}
FWD4Z73KK6F6,humvee,long,small,stretched,compact,He wanted to buy a stretched humvee. The humvee is _____.,long,small,1,long,small,choiceA,{{choiceA}}
XH7FWCGRRXDJ,windshield wiper,automatic,manual,motor,crank,The crank that drove the windshield wiper was broken. The windshield wiper is _____.,manual,automatic,2,manual,automatic,choiceA,{{choiceB}}
FWD4Z73KK6F6,pulpit,high,short,barely,easily,The audience could easily see the speaker over the pulpit. The pulpit is _____.,short,high,2,high,short,choiceB,{{choiceB}}
FPMCK2P37RW2,yogurt,edible,poisoned,feeding,killing,Yogurt is effective in feeding people. The yogurt is _____.,edible,poisoned,1,edible,poisoned,choiceA,{{choiceA}}
76VNAHQ9VAC3,ice-cream cone,edible,toxic,Sugar,Oil,Tim hit the bottle and Sugar Spilled on the ice cream cone. The ice-cream cone is _____.,edible,toxic,1,toxic,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,cigarette butt,empty,full,lake,street,The cigarette butt laid in the lake. The cigarette butt is _____.,empty,full,1,full,empty,choiceB,{{choiceB}}
3MMFR6RXMZM2,stethoscope,portable,fixed,bendable,rigid,Around the doctor's neck hung a bendable stethoscope. The stethoscope is _____.,portable,fixed,1,portable,fixed,choiceA,{{choiceA}}
3MMFR6RXMZM2,cardigan,long,normal,giraffe,human,The cardigan was made by Frank for a giraffe. The cardigan is _____.,long,normal,1,long,normal,choiceA,{{choiceA}}
XH7FWCGRRXDJ,bush,dead,healthy,month,day,In hot weather the bush was watered once every day. The bush is _____.,healthy,dead,2,dead,healthy,choiceB,{{choiceB}}
FWD4Z73KK6F6,girl,dead,healthy,bus,balloon,Susan was hit by a bus. The girl is _____.,dead,healthy,1,dead,healthy,choiceA,{{choiceA}}
XH7FWCGRRXDJ,soap,good,ineffective,clean,dirty,After using the soap I felt dirty. The soap is _____.,ineffective,good,2,good,ineffective,choiceB,{{choiceB}}
