User ID	id	Word	Associative Bias	frequentAssociation	makeSense	antonym1	antonym2	antonym3	p_generic	p_antonym1	p_antonym2	p_antonym3	qualified
MEJWNVYTN6GW	7061	skin	smooth	Yes	Yes	rough	prickly	uneven	24.869875609874725	1.0304885916411877	0.0004991984951630002	0.06606664974242449	rough,prickly,uneven
W9XTVGDF6CV4	2106	crow	silent	Yes	Yes	noisy	loud	soulful	1.9017068669199944	0.18303104443475604	0.051553902449086315	0.031701428815722466	noisy,loud,soulful
MEJWNVYTN6GW	441	battery	empty	Yes	Yes	full			3.123216889798641	0.8870613761246204	0.0	0.0	full
FWD4Z73KK6F6	7993	thorn	small	Yes	Yes	large	enormous	massive	1.8702717497944832	0.7473531644791365	0.6998306140303612	0.2098524011671543	large,enormous,massive
YYQ2E9ZT4FT3	3232	gift	personal	Yes	Yes	impersonal			0.7497136946767569	0.001157210408564424	0.0	0.0	impersonal
FPMCK2P37RW2	7575	stirrup	adjustable	Yes	Yes	fixed	adjustable	locked	1.2020313180983069	2.063559554517269	1.2020313180983069	0.4019428975880146	locked
YYQ2E9ZT4FT3	3492	gum	edible	Yes	Yes	inedible			6.560021638870237	0.004071079092682339	0.0	0.0	inedible
7TVRDX6P4GTP	2356	dollhouse	full	Yes	Yes	empty	open	available	0.6945294793695211	10.521191358566282	1.7568988725543022	0.1376326777972281	available
XE3A9G9ZG27F	1868	contact lens	adjustable	Yes	Yes	fixed	adjustable	unlovable	4.419761151075363	4.1973717510700235	4.419761151075363	0.009693780884845179	fixed,unlovable
7TVRDX6P4GTP	8812	whoopee cushion	optional	No	Yes	required	necessary	essential	6.169480457901955	0.033115738187916584	0.01205614025820978	0.056690885685384274	required,necessary,essential
YKGFKQKA2WC2	6112	quiche	dry	No	Yes	wet	moist	damp	1.0119485668838024	0.0443056836957112	0.015296513447538018	0.005488525494001807	wet,moist,damp
MEJWNVYTN6GW	8602	walrus	male	Yes	Yes	female			5.51481805741787	4.545416310429573	0.0	0.0	female
YYQ2E9ZT4FT3	4517	lingerie	free	Yes	Yes	expensive			0.44600884430110455	0.5806487984955311	0.0	0.0	
YYQ2E9ZT4FT3	3941	ice	slippery	Yes	Yes	stable			0.7524002343416214	0.20096434745937586	0.0	0.0	stable
YYQ2E9ZT4FT3	8972	wrist	flat	No	Yes	bony			1.3349947519600391	0.04839989705942571	0.0	0.0	bony
YYQ2E9ZT4FT3	8961	wrapping paper	brown	Yes	Yes	green			3.21139357984066	5.983844771981237	0.0	0.0	
FWD4Z73KK6F6	7604	straightjacket	flat	No	Yes	full	stuffed	puffy	1.2879217043519022	0.21311410237103692	0.0018059223293676039	0.012509670341387393	full,stuffed,puffy
FPMCK2P37RW2	4966	mousetrap	free	Yes	Yes	set	placed	armed	1.7936190590262413	0.05737738683819772	0.09957468137145042	0.02103557781083509	set,placed,armed
FWD4Z73KK6F6	6353	rim	circular	Yes	Yes	square	triangular	pointy	5.203130468726158	0.0899491598829627	0.08578749257139863	0.00011785733704527956	square,triangular,pointy
EZCVAWE2HAMP	5352	panties	open	No	Yes	closed	shut	off	2.179467491805553	0.31458691228181124	0.00845892500365153	1.9741008058190344	closed,shut,off
YYQ2E9ZT4FT3	5916	pony	real	Yes	Yes	imaginary			0.5948030855506659	0.02683814091142267	0.0	0.0	imaginary
FWD4Z73KK6F6	17	acorn	edible	Yes	Yes	stale	rotten	spoiled	7.026652246713637	0.006391731585608795	0.013144305557943879	0.0017311767805949785	stale,rotten,spoiled
FWD4Z73KK6F6	4499	lightning bug	bad	No	Yes	good	behaved	useful	0.5276694428175688	0.18717936472967267	0.0001795831963136152	0.007122066017473117	good,behaved,useful
YKGFKQKA2WC2	1256	carrot	sweet	Yes	Yes	bitter	sour	stale	0.5543903913348913	0.09023586753755808	0.1078990870155394	0.059735740069299936	bitter,sour,stale
FPMCK2P37RW2	4780	measuring cup	full	Yes	Yes	empty	spilled		0.5623858887702227	3.3908288925886154	0.0006763129476894393	0.0	spilled
VNAQPVX4R36A	571	bird	nocturnal	Yes	Yes	diurnal			6.1770908534526825	0.004375828939373605	0.0	0.0	diurnal
FPMCK2P37RW2	4566	log	real	Yes	Yes	synthetic	fake	veneer	0.6482602562755346	0.002522681825212203	0.0009182434041576926	0.06599918706342578	synthetic,fake,veneer
EZCVAWE2HAMP	3324	golf cart	loaded	Yes	Yes	empty	free	unloaded	0.5489588249474764	20.122590661048893	1.2820824049413204	0.0007280686531885294	unloaded
FPMCK2P37RW2	7469	stalagmite	large	Yes	Yes	small	tiny	new	0.4017896484583616	0.7354302331805229	0.026855088071897626	0.053888314869254834	tiny,new
R2FHGF3QXQ6M	4864	mirror	perfect	Yes	Yes	flawed	imperfect	damaged	0.5844682920724154	0.007976291090017185	0.01584210549481213	0.2774269785732031	flawed,imperfect,damaged
FPMCK2P37RW2	1225	car seat	removed	Yes	Yes	ready	available		1.7885902896523476	0.03544075880199672	0.7073231972754002	0.0	ready,available
FWD4Z73KK6F6	2590	eggplant	poisonous	No	Yes	nutritious	healthy	helpful	0.8288295939564705	0.006672474410152064	0.06248581921681761	0.004642101703211665	nutritious,healthy,helpful
FWD4Z73KK6F6	7021	siren	sounding	Yes	Yes	silent	unheard	broken	6.119024008512497	2.3994388058781624	0.00031708011647424433	0.4338798113167286	silent,unheard,broken
VNAQPVX4R36A	5574	petri dish	traditional	No	Yes	new	unconventional	unorthodox	0.8208006620407104	0.03467749629635364	0.0028774671591236256	0.10436454322189093	new,unconventional,unorthodox
FPMCK2P37RW2	4889	mold	empty	Yes	Yes	occupied	broken	full	3.2063141465187077	0.03792082134168595	0.5137879401445389	0.06412936490960419	occupied,broken,full
MEJWNVYTN6GW	2023	crab	dead	Yes	Yes	alive			1.0331885889172554	0.3214299213141203	0.0	0.0	alive
VNAQPVX4R36A	1098	calamari	unique	Yes	Yes	common	ordinary	commonplace	0.5587238352745771	0.57855942286551	0.007441570051014423	0.005239639722276479	ordinary,commonplace
YYQ2E9ZT4FT3	5619	pickax	round	No	Yes	pointed			1.3369844295084476	0.8397022262215614	0.0	0.0	pointed
FWD4Z73KK6F6	6351	rim	worn	Yes	Yes	normal	good	unused	1.1333019472658634	0.002552555815782398	0.00027627081635728246	0.005310893538990058	normal,good,unused
FPMCK2P37RW2	4335	lanyard	solid	Yes	Yes	flimsy	breakable	fragile	2.611471153795719	0.0043342057324480265	0.0043342057324480265	0.07281849975697696	flimsy,breakable,fragile
YYQ2E9ZT4FT3	5722	pinwheel	operational	No	Yes	broken			1.346144825220108	0.4047767259180546	0.0	0.0	broken
MEJWNVYTN6GW	3870	hot tub	full	Yes	Yes	empty			12.762127816677095	15.350407361984253	0.0	0.0	
HKXM7AJCMHJQ	5581	petri dish	eaten	No	Yes	saved	kept	prepared	1.3035208918154242	0.013141286035533994	0.04236653621774167	1.352672278881073	saved,kept
FWD4Z73KK6F6	3000	football helmet	optional	No	Yes	mandatory	enforceable	required	6.9872498512268075	0.06657301564700903	0.0015465284377569333	0.02063911961158737	mandatory,enforceable,required
HKXM7AJCMHJQ	4160	jump rope	optional	No	Yes	mandatory	used	directed	4.532041773200035	0.114188261795789	5.772944167256355	0.0014770646885153838	mandatory,directed
FWD4Z73KK6F6	2453	dresser	open	Yes	Yes	closed	shut	sealed	5.669589713215827	3.0459191650152206	0.2308274852111936	0.029412627918645736	closed,shut,sealed
FWD4Z73KK6F6	2009	coverall	open	No	Yes	closed	zipped	shut	8.585517853498459	1.5050367452204227	0.0004043581157020527	0.029770328546874225	closed,zipped,shut
VNAQPVX4R36A	6581	sandpaper	dry	Yes	Yes	wet	damp	moist	0.5882557481527328	0.06984514184296131	0.029467718559317287	0.029610630008392036	wet,damp,moist
FWD4Z73KK6F6	1139	camper	safe	No	Yes	insecure	dangerous	hazardous	0.726092979311943	0.0030618321034125984	0.07823487976565957	0.0007520098279201193	insecure,dangerous,hazardous
FPMCK2P37RW2	7314	soup	sweet	Yes	Yes	sour	bitter	rotten	2.456853538751602	0.22939692717045546	0.4224531818181276	0.03629418497439474	sour,bitter,rotten
YYQ2E9ZT4FT3	5355	panties	pink	Yes	Yes	red			0.7779509294778109	1.4430846087634563	0.0	0.0	
FWD4Z73KK6F6	2609	electric chair	standard	No	Yes	unorthodox	inventive	creative	1.6425607725977898	0.0023186406906461343	0.0023186406906461343	0.0007972551429702435	unorthodox,inventive,creative
VNAQPVX4R36A	8086	toe	missing	Yes	Yes	present			3.314020857214928	1.6350472345948217	0.0	0.0	present
FWD4Z73KK6F6	1878	cooker	cold	No	Yes	warm	hot	scalding	3.2047089189291	0.6975002121180296	1.35142644867301	0.006261280213948339	warm,hot,scalding
MEJWNVYTN6GW	5585	pheasant	present	Yes	Yes	gone	away		0.8731347508728504	0.2809492172673345	0.008302510832436383	0.0	gone,away
FWD4Z73KK6F6	8189	toucan	large	No	Yes	small	tiny	puny	0.6260165013372898	0.6611229386180639	0.03256986092310399	0.010520900832489131	tiny,puny
FWD4Z73KK6F6	755	boulder	new	No	Yes	old	venerable	historic	0.8800070732831955	0.6756803952157497	0.0015301084204111248	0.1135454629547894	old,venerable,historic
EZCVAWE2HAMP	840	bracelet	free	No	Yes	expensive	costly		1.5918968245387075	0.3676334163174033	0.009537157893646508	0.0	expensive,costly
FWD4Z73KK6F6	5113	needle	clean	No	Yes	new	washed	rinsed	0.7395595777779818	0.3164353081956506	0.0017457725334679708	0.001442897155357059	new,washed,rinsed
YYQ2E9ZT4FT3	6948	shower cap	missing	No	Yes	there			12.431340664625168	0.041700893780216575	0.0	0.0	there
FWD4Z73KK6F6	2139	crystal ball	real	No	Yes	fake			0.2993183908984065	0.0628080393653363	0.0	0.0	fake
YKGFKQKA2WC2	8384	tuning fork	fixed	Yes	Yes	dynamic	changing	unsettled	1.8368326127529144	0.028719482361339036	0.0075882257078774265	0.012625218369066715	dynamic,changing,unsettled
FWD4Z73KK6F6	5503	pencil	empty	No	Yes	full	overflowing	stuffed	8.334814757108687	0.3952705767005682	0.0004666457243729383	0.009265537664759904	full,overflowing,stuffed
HKXM7AJCMHJQ	4429	lemonade	perfect	Yes	Yes	bad	gross	sour	1.2653634883463385	0.1501973601989448	0.012582665658555923	0.31686832662671804	bad,gross,sour
7TVRDX6P4GTP	4632	magnifying glass	broken	No	Yes	working	pristine	functional	2.3782581090927124	0.09850120404735208	0.015798135427758098	0.2524463925510645	working,pristine,functional
FWD4Z73KK6F6	4416	lego	new	Yes	Yes	old	worn	used	4.878954961895944	0.20382374059408906	0.04433317517396063	1.8757076933979988	old,worn,used
FWD4Z73KK6F6	2617	elephant	afraid	Yes	Yes	confident	happy	loving	0.3882831893861294	0.002688656240934506	0.6049673538655043	0.0005346538728190353	confident,loving
MEJWNVYTN6GW	8491	veil	closed	Yes	Yes	open			17.62685775756836	3.4081574529409413	0.0	0.0	open
HKXM7AJCMHJQ	8442	umbrella	closed	Yes	Yes	open	used	stretched	4.978718608617784	2.758375927805901	0.5640110000967979	0.009799761028261857	open,used,stretched
YYQ2E9ZT4FT3	1995	couch	full	Yes	Yes	unoccupied			1.8834618851542475	1.0818683904290083e-05	0.0	0.0	unoccupied
YYQ2E9ZT4FT3	21	air conditioner	fixed	Yes	Yes	broken			1.2744796462357044	0.6555862259119749	0.0	0.0	broken
FPMCK2P37RW2	2250	denture	smooth	No	Yes	rough	cracked	rusty	15.811312198638914	0.29844639357179403	0.01143117406172678	0.018077906861435625	rough,cracked,rusty
FWD4Z73KK6F6	2229	dart	poisonous	Yes	Yes	unlaced	normal		0.8366572670638561	0.02884751593228429	0.06961658946238458	0.0	unlaced,normal
FWD4Z73KK6F6	4692	mantle	smooth	Yes	Yes	jagged	spiky	pointed	4.63949590921402	0.001979915214178618	0.0006711800779157784	0.04640500119421631	jagged,spiky,pointed
FWD4Z73KK6F6	5625	pickle	hot	No	Yes	cold	frozen	chilled	1.4015194959938526	3.838643431663513	0.305744051001966	0.06411863723769784	frozen,chilled
7TVRDX6P4GTP	7371	spider	male	Yes	Yes	female			11.312618106603622	11.110880225896835	0.0	0.0	female
MEJWNVYTN6GW	2114	crow	there	Yes	Yes	here	away	gone	0.18751624738797545	0.3657626686617732	0.03361783165019005	0.5143184680491686	away
YYQ2E9ZT4FT3	8007	throne	complete	No	Yes	unfinished			0.7477049250155687	0.1093906699679792	0.0	0.0	unfinished
FWD4Z73KK6F6	731	bookshelf	empty	Yes	Yes	full	overflowing	stuffed	8.682960271835327	1.868709921836853	0.0013355218470678665	0.060212938115000725	full,overflowing,stuffed
YKGFKQKA2WC2	6322	rhubarb	smooth	Yes	Yes	scratchy	rough	coarse	2.5185585021972656	0.008294590224977583	0.0397740921471268	0.06932515534572302	scratchy,rough,coarse
YYQ2E9ZT4FT3	3715	hedge	thick	Yes	Yes	thin			1.8898244947195053	0.2430016873404384	0.0	0.0	thin
YYQ2E9ZT4FT3	4659	man	here	Yes	Yes	there			0.9583654813468456	0.4048267379403114	0.0	0.0	there
YYQ2E9ZT4FT3	3580	hammer	heavy	Yes	Yes	light			2.2884970530867577	0.28274692595005035	0.0	0.0	light
EZCVAWE2HAMP	7034	skeleton	solid	Yes	Yes	weak	collapsible	unsold	0.7989350706338882	0.02801486407406628	9.892013395074173e-05	9.892013395074173e-05	weak,collapsible,unsold
HKXM7AJCMHJQ	3196	gazelle	real	No	Yes	fake	fabricated	plastic	0.5945106036961079	0.0053041181672597295	2.8903960469506274e-05	0.0042434767237864435	fake,fabricated,plastic
FPMCK2P37RW2	3960	ice pack	complete	Yes	Yes	empty	incomplete	missing	0.27363046538084745	10.942436754703524	0.019639253150671717	1.1290917173027992	incomplete
YYQ2E9ZT4FT3	5426	parrot	migratory	Yes	Yes	stationary			2.0899226889014244	0.00803459479357116	0.0	0.0	stationary
FPMCK2P37RW2	1089	cake	sweet	Yes	Yes	bland	terrible	disgusting	0.5754849873483181	0.07039865595288575	0.058277026982977986	0.15773484483361244	bland,terrible,disgusting
R2FHGF3QXQ6M	3822	hook	open	Yes	Yes	closed			0.42984080500900745	0.6866606418043375	0.0	0.0	
YYQ2E9ZT4FT3	3176	gate	open	Yes	Yes	closed			6.399458646774293	30.396264791488647	0.0	0.0	
FWD4Z73KK6F6	5238	orange	bright	No	Yes	dull			0.8571135811507702	0.10855947621166706	0.0	0.0	dull
YKGFKQKA2WC2	3783	honey	soft	Yes	Yes	hard	solid	brittle	1.1596799828112123	0.18117685103788966	0.2729165367782116	0.039910332998260856	hard,solid,brittle
VNAQPVX4R36A	5961	potato	edible	Yes	Yes	inedible	poisonous	rotten	5.395612120628357	0.014497067604679613	0.5512114614248276	0.06270684534683824	inedible,poisonous,rotten
MEJWNVYTN6GW	8381	tumbleweed	edible	No	Yes	inedible			8.032651990652084	0.003217178164049983	0.0	0.0	inedible
YYQ2E9ZT4FT3	7718	swab	cold	No	Yes	warm			1.4535081572830677	0.3143934067338705	0.0	0.0	warm
FWD4Z73KK6F6	1559	christmas card	included	No	Yes	excluded	seperate		0.7320759352296591	0.08127690525725484	0.0042967421904904785	0.0	excluded,seperate
FPMCK2P37RW2	1043	bush	deep	No	Yes	thin	shallow		0.5445152521133423	0.44497912749648094	0.2889041556045413	0.0	thin,shallow
FPMCK2P37RW2	5925	pool table	there	Yes	Yes	gone	missing	elsewhere	0.702104764059186	1.894979737699032	0.6191731896251441	0.011531978088896722	missing,elsewhere
4YNXDR4CKEZM	978	bull	satisfied	No	Yes	frustrated	unhappy		0.5808939225971699	0.020438731007743627	0.08623967878520489	0.0	frustrated,unhappy
FWD4Z73KK6F6	7472	stalagmite	solid	Yes	Yes	fragile	breaking	cracking	2.0095741376280785	0.09948558872565627	6.985400204939651e-05	0.003254966577515006	fragile,breaking,cracking
FWD4Z73KK6F6	7874	tarp	heavy	Yes	Yes	light			0.3330483101308346	0.139378709718585	0.0	0.0	light
MEJWNVYTN6GW	5161	nose	large	Yes	Yes	small			2.702091448009014	5.962716788053513	0.0	0.0	
FWD4Z73KK6F6	4225	kimono	long	Yes	Yes	short	tiny	small	0.3502667881548405	0.3427026327699423	0.008995612006401643	0.10383460903540254	short,tiny,small
YYQ2E9ZT4FT3	7622	straw	cold	No	Yes	warm			1.8100697547197344	0.950295478105545	0.0	0.0	warm
VNAQPVX4R36A	7009	sim card	compatible	Yes	Yes	incompatible	noncompliance		1.8134966492652893	0.17353231087327006	0.011747825919883326	0.0	incompatible,noncompliance
FWD4Z73KK6F6	6451	root	straight	No	Yes	crooked	curved	bent	0.8275584317743778	0.4079862032085657	0.5974241066724062	0.23594568483531475	crooked,curved,bent
VNAQPVX4R36A	3461	groundhog	silent	Yes	Yes	noisy	loud	audible	1.819281466305256	0.01689287310000509	0.013102719094604256	0.002921998930105474	noisy,loud,audible
FPMCK2P37RW2	6682	school bus	ready	Yes	Yes	inoperable	broken	unavailable	1.675194315612316	0.0042619099986040965	0.1625531818717718	0.4472912289202213	inoperable,broken,unavailable
EGZANDYA4C6Q	4668	mandolin	standard	Yes	Yes	octave	professional		2.7147740125656132	0.0068479101173579675	0.007585846469737589	0.0	octave,professional
VNAQPVX4R36A	5110	necklace	complete	Yes	Yes	incomplete	assembled	strung	0.9989112615585328	0.4699315410107374	0.0032688349165255204	0.0025094248485402204	incomplete,assembled,strung
FPMCK2P37RW2	2374	donut	hot	Yes	Yes	cold	old	stale	2.639062702655792	3.3062882721424103	0.09918027790263297	0.4910739604383707	old,stale
VNAQPVX4R36A	8604	wand	empty	Yes	Yes	charged	empowered		3.430948778986932	0.1985402312129736	0.006139273318694904	0.0	charged,empowered
W9XTVGDF6CV4	2647	exerciser	blind	Yes	Yes	seeing	sighted		2.74921040982008	0.0005484005669131875	0.0660513702314347	0.0	seeing,sighted
FPMCK2P37RW2	8259	trashcan	empty	Yes	Yes	full	overflowing	used	79.49301600456238	3.706266358494759	2.4798578124318727e-05	0.004510275539360009	full,overflowing,used
YYQ2E9ZT4FT3	6418	roller	hot	No	Yes	cold			1.9419105723500247	0.5784545093774796	0.0	0.0	cold
FWD4Z73KK6F6	1112	camcorder	silent	No	Yes	loud	noisy		9.474088996648787	0.05156713305041194	0.0512425962369889	0.0	loud,noisy
ZA7343AVVAJT	4931	mosquito	dangerous	No	Yes	innocent	harmless	safe	0.7680274546146393	0.03711523313540965	9.497051686048508	0.21060234867036345	innocent,safe
MEJWNVYTN6GW	5874	pole	high	Yes	Yes	short			0.7881104946136475	0.8569221012294292	0.0	0.0	
XJKGQQWFXKTX	3794	honeycomb	complete	No	Yes	partial	incomplete		0.8628644980490208	0.010412997653475031	0.4715305287390947	0.0	partial,incomplete
FPMCK2P37RW2	379	baseball	new	Yes	Yes	old	used	antique	1.1221257038414478	0.13497611507773402	2.765311487019062	0.0044159885874250895	old,antique
VNAQPVX4R36A	2878	flamethrower	functional	Yes	Yes	broken	inoperable	defective	0.5604203790426254	0.43016830459237104	0.015489936049561948	0.10531222214922308	broken,inoperable,defective
FPWHJG73NYJG	4222	keyhole	closed	No	Yes	open	accessible	unrestricted	26.246991753578182	17.132800817489624	0.18438081024214625	0.0038196754758246243	open,accessible,unrestricted
YYQ2E9ZT4FT3	7716	suspenders	adjustable	Yes	Yes	fixed			0.9560575708746908	0.8948443457484245	0.0	0.0	fixed
7TVRDX6P4GTP	5385	paper plate	clean	Yes	Yes	dirty	messy	used	2.0588468760252	0.18403816502541304	0.016423827037215233	0.1968379830941558	dirty,messy,used
FWD4Z73KK6F6	8850	windsock	open	Yes	Yes	closed	shut	encased	2.399368397891521	11.50541976094246	0.06912514218129218	0.0006813413619966012	shut,encased
HKXM7AJCMHJQ	4520	lingerie	new	Yes	Yes	old	worn	ripped	0.9223881177604198	0.1931067323312164	0.06672867457382381	0.4172245040535927	old,worn,ripped
FWD4Z73KK6F6	6106	quad	flat	Yes	Yes	hilly	steep		0.26404892560094595	0.019929223344661292	0.2045964123681188	0.0	hilly,steep
FWD4Z73KK6F6	1838	compass	visible	Yes	Yes	unseen	unlocated		0.697403447702527	0.0036400197132024905	0.019805494230240583	0.0	unseen,unlocated
VNAQPVX4R36A	2779	fingerprint	clean	Yes	Yes	smudgy	unclear	blurry	1.9407108426094053	0.0053694289817940435	0.055864546447992325	0.0053694289817940435	smudgy,unclear,blurry
FWD4Z73KK6F6	1990	cotton candy	sweet	Yes	Yes	sour	rotten	bitter	0.681106373667717	0.04065553366672248	0.06192554719746113	0.0668390654027462	sour,rotten,bitter
FWD4Z73KK6F6	1394	charger	automatic	Yes	Yes	manual			1.4630761928856373	0.41985842399299145	0.0	0.0	manual
FWD4Z73KK6F6	4880	moccasin	unique	No	Yes	common			0.7074944209307432	0.09903352474793793	0.0	0.0	common
7TVRDX6P4GTP	6304	remote control	functional	Yes	Yes	dead	broken	inoperative	0.6080737803131342	1.1784366331994534	0.709498068317771	0.00759294125600718	inoperative
MEJWNVYTN6GW	8493	veil	worn	Yes	Yes	new			0.5454489961266518	0.10165800340473652	0.0	0.0	new
FWD4Z73KK6F6	822	boy	dead	No	Yes	alive	talking	walking	6.02412112057209	1.7202474176883698	0.2525324700400233	0.09869607165455818	alive,talking,walking
7TVRDX6P4GTP	7986	thimble	flat	No	Yes	bumpy	tall	textured	1.470307074487209	0.03140724438708276	0.03828165354207158	0.03140724438708276	bumpy,tall,textured
MEJWNVYTN6GW	4553	lock	open	Yes	Yes	closed	locked		6.521090865135193	10.317476093769072	8.233783394098282	0.0	
FWD4Z73KK6F6	986	bulldozer	there	No	Yes	gone	unavailable		0.5855547729879618	4.917322471737863	0.008326082752319053	0.0	unavailable
HKXM7AJCMHJQ	3530	gyroscope	functional	Yes	Yes	broke	stuck	busted	0.6730129476636648	0.003269338048994541	0.033544251346029334	0.0066563181462697685	broke,stuck,busted
PTQGWRFHYJTJ	7053	ski pole	there	No	Yes	here	nowhere	gone	0.5946487654000521	0.3179126186296344	0.008727060776436701	5.084656924009323	here,nowhere
FWD4Z73KK6F6	1968	corsage	optional	No	Yes	mandatory	required		0.5431084427982569	0.003233849565731361	0.0037900921597611155	0.0	mandatory,required
PTQGWRFHYJTJ	739	boot	free	No	Yes	valuable	expensive	exorbitant	2.4677673354744907	0.004851480116485618	0.09247796842828393	0.0005821503691549879	valuable,expensive,exorbitant
FWD4Z73KK6F6	4644	mailbox	there	No	Yes	gone			0.41054203175008297	3.356892615556717	0.0	0.0	
FWD4Z73KK6F6	8147	tooth	straight	Yes	Yes	crooked	slanted	curved	1.2184410355985165	0.2276364946737885	0.004069528586114757	0.8828045800328255	crooked,slanted,curved
FWD4Z73KK6F6	5553	perfume	toxic	No	Yes	safe	edible	drinkable	0.9523502551019192	0.5496856290847063	0.795692577958107	0.020783017680514604	safe,edible,drinkable
YYQ2E9ZT4FT3	4032	iron	brittle	Yes	Yes	hard			3.1009094789624214	1.2258617207407951	0.0	0.0	hard
7TVRDX6P4GTP	4317	lamp	burning	Yes	Yes	cool	cold	frozen	1.138659194111824	0.1490394352003932	0.3508934751152992	0.01688131014816463	cool,cold,frozen
FWD4Z73KK6F6	42	air pump	charged	No	Yes	uncharged	dead	lifeless	0.7405134849250317	0.004783047552336939	2.111061103641987	0.003771782576222904	uncharged,lifeless
XE3A9G9ZG27F	6133	raccoon	here	No	Yes	there	away	nowhere	0.1326213008724153	0.19200628157705069	0.06259139627218246	0.017803179798647758	away,nowhere
7TVRDX6P4GTP	7974	thermos	hot	Yes	Yes	cold	lukewarm	freezing	3.160671144723892	4.494957253336906	0.00474573316751048	0.02115207462338731	lukewarm,freezing
FWD4Z73KK6F6	7353	speaker	male	No	Yes	female	feminine	womanly	5.001302808523177	10.378225147724153	0.03229159046895802	0.03177252656314522	feminine,womanly
XE3A9G9ZG27F	8023	thumbtack	curved	Yes	Yes	flat	straight	not bent	0.7884698919951916	1.0592470876872542	0.4880170337855816	0.007495172030758113	straight,not bent
YYQ2E9ZT4FT3	8361	trunk	large	Yes	Yes	small			0.6347026675939561	0.5301553755998611	0.0	0.0	small
VNAQPVX4R36A	681	bok choy	nearby	Yes	Yes	faraway	distant		3.502403199672699	0.5412610713392496	0.02370870643062517	0.0	faraway,distant
FWD4Z73KK6F6	8869	wine cooler	there	No	Yes	gone	somewhere		1.2718802317976952	6.6366665065288535	0.006538115121657029	0.0	somewhere
7TVRDX6P4GTP	8933	wooden leg	removed	Yes	Yes	remains	attached	placed	6.088675558567048	0.00320465442200657	0.1993321580812335	0.10282977018505336	remains,attached,placed
VNAQPVX4R36A	8989	yo-yo	silent	No	Yes	loud	noisy	banging	2.3643549531698227	0.16072139842435718	0.04620624531526119	0.0010138282050320413	loud,noisy,banging
MEJWNVYTN6GW	4074	jar	clean	Yes	Yes	dirty			0.4040549509227276	0.08597778505645692	0.0	0.0	dirty
FPMCK2P37RW2	6282	recorder	operational	Yes	Yes	broken	damaged	malfunctioning	1.157727651298046	1.244212221354246	1.2726068496704102	0.004164747952017933	malfunctioning
HKXM7AJCMHJQ	5739	pistachio	edible	Yes	Yes	rotten	spoiled	uneditable 	23.92999529838562	0.06004186579957605	0.007878179167164491	0.011974653898505494	rotten,spoiled,uneditable 
FWD4Z73KK6F6	1745	coffee	warm	Yes	Yes	cold	frozen	chilled	1.9263708963990207	8.833015710115431	0.020095797663088888	0.03641286457423122	frozen,chilled
W9XTVGDF6CV4	8497	vending machine	open	Yes	Yes	close	shut	open	11.490733176469805	0.1429388765245676	0.6469388958066702	11.490733176469805	close,shut
7TVRDX6P4GTP	2928	float	closed	Yes	Yes	open	unlocked	unfastened	3.1908724457025532	1.8496161326766007	0.06311546312645078	0.007238957186928019	open,unlocked,unfastened
FWD4Z73KK6F6	5374	paper	free	No	Yes	expensive	price	overpriced	6.91710039973259	0.30517843551933765	0.003216780896764249	0.002808720455504954	expensive,price,overpriced
FWD4Z73KK6F6	6718	scrambled egg	cooked	Yes	Yes	uncooked	rotting	naked	0.5979808978736401	0.003326782825752161	0.008433790208073333	0.006313942867564037	uncooked,rotting,naked
XE3A9G9ZG27F	7937	telescope	functional	Yes	Yes	broken	crushed	bent	2.448623068630696	0.2880602842196822	0.0010145417945750523	0.025031119002960626	broken,crushed,bent
FWD4Z73KK6F6	40	air pump	operational	No	Yes	broken	unusable	garbage	1.3656023889780045	1.0069921612739563	0.004783047552336939	0.0017579621271579526	broken,unusable,garbage
FPMCK2P37RW2	4932	mosquito	poisonous	No	Yes	normal			5.011763423681258	0.13807766372337935	0.0	0.0	normal
FWD4Z73KK6F6	4649	mallet	solid	No	Yes	fragile	broken	shattered	2.5828210636973377	0.06466114427894354	0.5019747652113438	0.02204736665589735	fragile,broken,shattered
FWD4Z73KK6F6	4012	inkwell	empty	Yes	Yes	full	overflowing		3.28826941549778	0.5236682947725058	0.0260438013356179	0.0	full,overflowing
FWD4Z73KK6F6	8125	tongue	clean	Yes	Yes	dirty	decayed	rotten	1.0857210494577885	0.18971116514876485	0.0021377603843575343	0.06904728361405432	dirty,decayed,rotten
VNAQPVX4R36A	5711	pinecone	rare	No	Yes	common	ordinary	commonplace	1.91546231508255	0.5595922004431486	0.010881957859965041	0.002971106005134061	common,ordinary,commonplace
XJKGQQWFXKTX	3765	hole	circular	Yes	Yes	square	triangular		1.5093686059117315	0.22731395438313484	0.1077580964192748	0.0	square,triangular
MEJWNVYTN6GW	6678	scarf	pink	Yes	Yes	blue	green	black	1.0176162235438824	2.8635624796152115	4.240166768431664	10.616539418697355	
YYQ2E9ZT4FT3	8109	toilet paper	used	No	Yes	new			5.509132146835327	0.2599130151793361	0.0	0.0	new
VNAQPVX4R36A	6771	seaweed	soft	No	Yes	hard	stiff	rigid	2.0549364387989044	0.2824503229930997	0.2752541331574321	0.1106798299588263	hard,stiff,rigid
FPMCK2P37RW2	1504	chili	sweet	No	Yes	bitter	spoiled	rotten	8.116326481103897	2.3752361536026	0.021657420438714325	0.011608306522248313	bitter,spoiled,rotten
