Word	Associative Bias	Alternative	bert-base-cased	bert-large-cased-whole-word-masking	roberta-base	roberta-large	distilroberta-base	DistilBERT	squeezebert/squeezebert-uncased	google/mobilebert-uncased	allenai/longformer-base-4096	allenai/longformer-large-4096	albert-base-v2	albert-large-v2	albert-xlarge-v2	albert-xxlarge-v2	distilbert-base-cased
cinnamon	edible	gross	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
bubble	full	empty	False	False	True	True	True	False	False	False	True	False	True	True	True	False	False
bubble	full	barren	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
cork	hollow	solid	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
crate	empty	full	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
bean	edible	poisonous	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
bean	edible	harmful	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
bean	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
clipboard	blank	filled	True	True	True	False	True	True	True	True	True	False	False	False	True	False	True
wreath	heavy	light	True	True	True	True	False	False	True	True	False	False	True	True	False	True	False
denture	long	short	False	True	True	True	True	False	True	False	True	True	True	True	True	False	True
recliner	comfortable	uncomfortable	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
file	empty	full	True	True	True	False	False	True	True	True	False	True	False	True	True	True	True
cornhusk	long	short	False	False	False	True	True	True	True	False	True	True	False	False	True	False	False
cornhusk	long	petite	True	True	True	True	True	True	True	True	True	True	False	True	False	True	False
cornhusk	long	truncated	True	True	True	True	True	True	True	True	True	True	False	True	False	True	False
mouse	small	enormous	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
crown	gold	silver	False	True	True	True	True	False	False	True	True	True	False	False	False	True	True
crown	gold	bronze	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True
crown	gold	copper	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
sea urchin	marine	dry	True	True	False	True	False	True	True	True	False	True	True	True	False	True	True
rubber band	elastic	stiff	True	True	True	False	False	True	True	True	True	False	False	False	False	False	True
yo-yo	simple	complex	True	True	True	True	True	True	True	True	False	True	True	False	False	True	True
bow	long	short	False	True	False	True	True	True	True	False	True	True	True	False	False	False	True
cookie	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
shortbread	thin	thick	True	True	False	True	True	True	False	False	False	True	False	False	False	False	True
hotdog	hot	cold	False	True	True	True	True	True	True	True	True	True	True	True	True	True	True
hotdog	hot	chilly	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
hotdog	hot	frozen	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
pulpit	free	occupied	True	True	False	False	False	True	True	True	True	False	False	False	False	False	False
pulpit	free	busy	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
beetle	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
beetle	edible	poisonous	True	False	False	False	False	True	False	False	True	False	False	True	False	False	False
beetle	edible	harmful	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
power line	underground	strung	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
power line	underground	hanging	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
creme brulee	rare	common	True	True	True	False	False	True	False	False	False	False	True	False	True	False	True
hula hoop	cylindrical	square	False	True	False	False	False	True	False	False	False	False	True	False	True	False	False
kangaroo	extinct	alive	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
kangaroo	extinct	hopping	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
melon	edible	discoloured	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
melon	edible	buggy	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
melon	edible	stinky	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
wrist	swollen	soothed	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
go-kart	fast	slow	False	True	True	True	True	True	True	True	False	True	True	True	True	False	True
go-kart	fast	broken	True	True	True	False	False	True	True	False	False	True	False	True	False	False	True
go-kart	fast	stopped	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
truck	empty	full	True	True	True	True	True	True	True	True	False	True	False	True	True	True	True
marijuana	illegal	legal	True	True	False	False	False	True	True	True	False	False	True	True	False	False	True
screen	full	filled	True	True	True	True	True	True	True	True	True	True	False	True	False	True	True
cantaloupe	edible	inedible	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
pan	hot	cool	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
pan	hot	cold	False	True	True	True	True	True	False	True	True	True	True	True	True	True	True
slide	long	short	False	False	True	True	True	True	True	False	False	True	True	False	False	False	False
horn	long	short	False	True	True	True	True	True	True	False	True	True	True	False	True	False	True
horn	long	tiny	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
horn	long	small	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
train car	empty	full	True	True	True	True	True	True	True	True	True	True	False	False	True	True	False
train car	empty	stuffed	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
train car	empty	crammed	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False
sarcophagus	hollow	filled	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
hot tub	full	empty	False	True	True	True	True	False	False	False	False	False	True	True	True	False	False
hot tub	full	unused	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
copier	portable	immobile	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
copier	portable	unlovable	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
tablet	portable	stuck	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
globe	empty	full	True	True	False	True	False	True	False	False	False	True	False	False	False	True	True
hot tub	empty	full	True	False	False	False	False	True	True	True	True	True	False	False	False	True	True
hot tub	empty	overflowing	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
balloon	hot	cold	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True
balloon	hot	cool	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
balloon	hot	tepid	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False
kazoo	musical	broken	False	True	False	False	False	False	False	True	False	False	True	False	False	False	False
kazoo	musical	smashed	True	True	False	False	False	True	True	True	True	False	False	False	False	True	False
kazoo	musical	dislodged	False	True	True	False	False	False	False	True	True	False	False	False	False	True	False
cap	round	square	True	True	False	True	False	True	True	True	False	True	True	True	False	False	False
cap	round	triangular	True	True	True	True	False	True	True	False	True	True	False	False	False	True	True
cap	round	flat	True	True	False	True	False	True	True	False	False	True	True	False	False	False	True
skewer	long	short	False	False	False	True	True	True	True	False	True	True	True	False	False	False	True
skewer	long	miniature	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
skewer	long	replica	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
polar bear	extinct	alive	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cabbage	edible	decorative	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cabbage	edible	overcooked	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cabbage	edible	overboiled	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
mango	edible	inorganic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
mango	edible	artificial	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
mango	edible	plastic	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
praying mantis	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
desk	there	here	True	True	False	False	False	False	True	True	False	False	True	True	False	False	False
wing	transparent	solid	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
canister	full	empty	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False
canister	full	barren	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
birdcage	large	small	False	True	True	True	True	False	False	False	True	True	True	False	True	True	True
swing	free	occupied	True	True	True	True	True	True	True	True	True	True	False	False	True	False	True
swing	free	taken	True	True	True	True	True	True	True	True	True	True	False	True	True	True	False
plant	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
briefcase	open	closed	True	True	True	False	False	False	False	False	True	False	True	False	True	False	False
acorn	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
acorn	edible	uneatable	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
acorn	edible	rotten	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
torch	light	heavy	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
lamp	on	off	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True
lamp	on	disconnected	True	True	True	True	True	False	True	True	True	True	True	True	True	True	True
lamp	on	unplugged	True	True	True	True	True	True	True	True	True	True	True	True	True	True	False
radar	operational	inoperable	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
radar	operational	broken	True	True	False	False	False	True	True	True	True	False	False	True	False	False	True
radar	operational	destroyed	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
pothole	shallow	deep	True	True	False	False	False	True	False	False	False	False	False	False	False	False	True
mushroom	poisonous	safe	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
mushroom	poisonous	edible	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True
mushroom	poisonous	tasty	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
trigger	here	elsewhere	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
pine needle	long	short	True	True	True	True	True	True	True	False	True	True	True	False	True	False	True
rim	convex	concave	True	True	False	False	False	True	True	True	False	False	False	False	False	False	True
trunk	round	rectangular	True	True	True	True	False	True	True	True	False	True	False	False	False	True	False
perfume	sweet	harsh	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
metronome	complex	simple	False	True	True	False	True	False	False	False	True	False	True	True	True	False	False
purse	full	empty	False	False	False	False	True	False	True	False	False	False	True	True	False	False	False
purse	full	barren	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
skull	hollow	solid	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
skull	hollow	full	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
bok choy	Chinese	thai	False	True	True	True	True	False	True	True	True	True	False	True	True	False	False
sloth	extinct	alive	True	True	False	False	False	True	True	True	True	False	True	False	False	False	False
eagle	extinct	alive	True	True	False	False	False	True	True	True	True	False	True	False	False	False	False
eagle	extinct	reproducing	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
wine bottle	empty	full	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True
tomato	poisonous	edible	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True
coat	simple	fancy	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
coat	simple	elaborate	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
coat	simple	sumptuous	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
yo-yo	round	square	True	True	True	True	True	True	True	True	False	True	True	True	True	False	False
yo-yo	round	triangular	True	True	True	True	False	False	True	True	True	True	False	False	False	True	True
map	complete	incomplete	False	False	False	True	True	False	False	False	False	True	False	True	False	True	True
drill	perfect	imperfect	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False
okra	edible	inedible	True	True	True	False	False	True	False	False	True	False	True	True	False	False	False
okra	edible	uneatable	True	True	True	False	False	True	False	False	True	False	True	True	False	False	False
okra	edible	poisonous	True	True	True	False	False	False	False	True	True	False	True	True	False	False	False
sarcophagus	large	small	False	False	True	True	True	False	False	False	True	True	True	True	True	True	False
sarcophagus	large	tiny	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
sarcophagus	large	short	True	True	True	True	True	True	False	True	True	True	True	True	True	True	False
match	over	beginning	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
match	over	commencing	True	True	True	True	True	True	True	True	True	True	False	True	True	True	True
snack	good	terrible	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
hole	small	huge	True	True	True	False	False	True	True	True	True	True	False	False	False	True	True
sundial	symbolic	meaningless	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
scarf	long	short	False	True	True	True	True	True	True	False	True	True	True	False	True	False	False
door	open	closed	False	True	False	False	False	True	False	False	False	False	True	False	True	False	True
meat grinder	mechanical	computerized	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
meat grinder	mechanical	advanced	True	True	False	False	False	True	True	True	True	False	False	False	False	False	True
meat grinder	mechanical	expensive	False	True	False	False	False	True	False	True	True	False	False	False	False	False	True
burner	hot	cold	True	True	True	True	True	True	False	True	True	True	True	True	True	True	True
oven	hot	cold	False	False	True	True	True	True	True	True	True	True	True	True	True	True	True
photo booth	empty	full	True	True	False	False	False	True	True	True	True	True	False	False	True	True	True
chessboard	square	round	False	True	True	True	True	True	True	True	True	False	False	False	False	True	True
chessboard	square	circular	True	True	True	True	True	False	True	True	True	True	True	True	False	True	True
chessboard	square	rectangular	False	False	True	True	True	False	False	True	False	True	False	True	False	True	True
plate	blank	filled	True	True	True	True	False	True	True	True	True	True	False	False	False	False	True
combination lock	universal	specific	True	True	True	True	False	True	True	True	True	False	True	False	False	True	True
scoop	easy	hard	True	True	True	True	False	True	False	False	True	False	True	False	False	True	True
scoop	easy	heavy	True	True	True	False	False	True	True	False	True	False	True	True	True	True	True
scoop	easy	overbearing	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
scooter	portable	stationary	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False
scooter	portable	heavy	True	True	False	False	False	True	False	True	False	False	True	False	True	False	True
scooter	portable	large	True	True	False	False	False	True	False	True	False	False	True	False	True	False	True
girl	there	missing	False	False	False	False	True	False	False	False	False	False	True	True	False	True	False
girl	there	gone	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False
girl	there	departed	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
valve	vertical	horizontal	True	True	True	False	False	False	False	False	True	False	False	True	False	False	False
valve	vertical	sideways	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
valve	vertical	side-by-side	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
match	complete	starting	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True
sauerkraut	French	german	True	True	True	True	True	True	False	False	True	True	False	False	True	False	False
foam	thick	thin	True	False	True	False	False	True	True	True	True	False	True	True	False	False	False
foam	thick	skinny	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
kitten	important	unimportant	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False
kitten	important	forgotten	False	True	True	True	True	True	True	True	True	True	False	False	False	True	False
yogurt	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
yogurt	edible	poisoned	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
yogurt	edible	spoiled	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
slingshot	long	short	False	True	False	True	True	False	True	False	True	True	True	False	False	False	False
canoe	portable	massive	True	True	True	False	True	True	True	True	True	False	True	False	False	False	True
canoe	portable	overbearing	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
canoe	portable	huge	True	True	False	False	False	True	False	True	True	False	True	False	False	False	True
stake	high	low	True	True	True	True	True	False	True	True	True	True	True	False	True	True	True
dishrag	cold	warm	True	True	True	False	False	True	True	True	False	False	False	False	False	True	True
bucket	empty	full	True	True	True	False	True	True	True	True	True	True	True	False	False	True	True
bucket	empty	overflowing	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
chest	bare	full	True	True	True	True	False	True	True	True	True	False	True	False	False	False	True
chest	bare	stuffed	True	True	True	True	True	True	True	True	True	True	False	False	False	False	True
chest	bare	overflowing	True	True	True	True	True	True	True	True	True	True	False	True	False	False	True
couch	comfortable	uncomfortable	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
chain	short	lengthy	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
chain	short	big	True	True	True	True	False	True	True	True	True	True	True	True	False	True	True
chain	short	elongated	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
tuxedo	traditional	non-traditional	True	True	True	True	True	True	False	True	True	True	True	False	False	True	False
tuxedo	traditional	untraditional	True	True	True	True	True	True	False	True	True	True	True	False	False	True	False
olive	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
olive	edible	toxic	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
olive	edible	indigestible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
compost	dry	wet	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
oven	open	closed	False	True	True	False	False	False	True	True	True	False	True	False	False	False	True
jug	heavy	light	True	True	True	False	False	True	True	True	False	False	True	True	True	False	True
grate	open	closed	False	True	True	False	False	False	False	False	True	False	True	False	False	False	False
curb	free	expensive	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
wrap	thin	thick	True	True	False	True	True	True	False	False	False	True	False	True	False	False	True
snail	poisonous	harmless	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
snail	poisonous	safe	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
snail	poisonous	non-toxic	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
calculator	simple	complex	True	False	True	True	True	True	True	True	False	True	True	True	False	True	True
calculator	simple	scientific	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
calculator	simple	sophisticated	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
sink	full	empty	False	False	False	True	False	False	False	False	False	True	False	False	False	False	False
beard	long	short	False	True	True	True	True	True	True	False	True	True	True	False	True	False	True
turf	artificial	real	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
turf	artificial	grass	True	True	True	False	False	False	False	True	False	False	False	False	False	False	False
turf	artificial	sod	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
grasshopper	small	large	True	False	True	False	False	True	True	False	True	True	False	True	False	True	True
grasshopper	small	huge	True	True	True	False	False	True	True	True	True	True	True	False	False	True	True
grasshopper	small	big	True	True	True	False	False	True	True	True	True	True	True	False	False	True	True
radar	active	inactive	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
radar	active	off	True	True	True	False	True	True	True	True	True	True	True	True	True	True	True
metal detector	portable	stuck	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
envelope	empty	full	True	True	True	True	False	True	True	True	True	True	False	True	True	True	True
wolf	human	canine	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
sock	long	short	False	False	True	True	True	True	True	False	True	True	False	False	True	False	False
sock	long	small	False	True	True	True	True	True	True	False	True	True	False	True	True	False	False
razor	straight	bendable	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
loveseat	here	absent	True	True	True	True	True	True	False	False	True	True	True	True	True	True	True
loveseat	here	away	True	True	True	False	True	True	True	True	True	False	True	True	False	False	True
loveseat	here	elsewhere	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
cage	open	closed	False	True	False	False	False	False	True	True	True	False	True	False	False	False	False
cream cheese	edible	spoiled	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cream cheese	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cream cheese	edible	poisoned	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
barrel	round	square	True	True	True	True	True	True	True	True	False	True	True	True	True	False	False
barrel	round	rectangular	True	True	True	True	True	True	True	False	False	True	False	False	False	True	False
dagger	long	short	False	False	True	True	True	False	True	False	True	True	True	False	True	False	False
dagger	long	tiny	True	True	True	True	True	True	True	True	True	True	True	True	True	False	True
dagger	long	small	False	True	True	True	True	True	True	False	True	True	True	True	True	False	True
caramel	orange	brown	False	True	False	False	False	False	False	False	True	False	False	False	False	True	False
caramel	orange	dark	False	True	False	True	False	True	True	True	True	True	True	False	False	True	True
caramel	orange	unlit	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
trunk	hollow	thick	False	True	True	False	False	True	False	False	True	False	False	False	False	False	True
trunk	hollow	fat	True	True	True	False	False	True	True	True	True	False	True	True	True	True	True
computer screen	blank	working	True	True	True	True	True	True	True	True	True	True	False	True	True	False	True
computer screen	blank	on	True	True	True	False	False	True	True	True	False	False	False	False	True	False	True
blowfish	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
blowfish	edible	unpalatable	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
blowfish	edible	indigestible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cherry	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
arch	circular	square	True	True	True	False	False	True	True	True	True	False	False	False	True	True	False
mustache	thick	thin	False	False	True	False	False	False	True	False	True	False	True	False	False	False	False
mustache	thick	sparse	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
palette	large	small	False	True	False	True	True	True	False	True	False	True	True	True	True	True	False
palette	large	tiny	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
giraffe	amphibious	mammalian	True	True	False	False	False	True	True	True	False	False	False	False	False	False	False
oatmeal	sweet	bitter	True	True	True	True	True	True	True	True	True	True	False	False	True	True	True
cornbread	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
lingerie	available	sold	True	True	True	True	True	True	True	True	True	True	True	False	False	False	True
lingerie	available	gone	True	True	False	True	False	True	True	True	True	True	True	False	True	False	True
lingerie	available	stolen	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
mullet	long	short	False	False	False	True	True	True	True	False	True	True	False	False	False	False	True
scone	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
spider web	artificial	real	True	True	False	False	False	True	True	True	False	False	True	False	True	False	False
mug	empty	full	True	True	True	True	False	True	True	True	False	True	False	False	True	True	True
frog	edible	sick	True	True	False	False	False	True	True	True	True	False	True	False	True	False	True
frog	edible	consumptive	True	True	True	False	False	True	True	True	True	False	True	True	False	False	False
frog	edible	dangerous	True	True	False	False	False	True	True	True	True	False	True	True	False	False	False
porthole	open	closed	False	True	False	False	False	False	True	False	False	False	False	False	True	False	True
lettuce	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
cotton candy	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
ship	empty	full	True	True	True	False	True	True	True	True	False	True	False	False	True	True	True
spout	long	short	False	False	True	True	True	True	False	False	True	True	True	False	True	False	False
hanger	empty	full	True	True	True	True	False	True	True	True	False	True	False	False	True	True	True
bell pepper	poisonous	edible	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
cockatoo	extinct	alive	True	True	False	False	False	True	True	True	True	False	False	False	False	False	True
cockatoo	extinct	living	True	True	True	False	False	True	True	True	True	False	True	False	True	False	True
cockatoo	extinct	flourishing	True	True	True	False	False	True	True	True	True	False	False	True	False	False	True
powder	explosive	innocuous	True	True	True	False	False	True	True	True	True	False	True	False	False	False	True
pendulum	rigid	loose	True	True	True	False	False	True	True	True	True	False	False	False	False	False	True
pendulum	rigid	flexible	True	False	False	False	False	True	True	True	True	False	False	False	False	False	True
pendulum	rigid	lenient	True	True	True	False	False	True	True	True	True	False	False	False	False	False	False
whiteboard	empty	full	True	True	True	False	False	True	False	True	False	True	False	False	True	True	True
papaya	edible	inedible	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
papaya	edible	toxic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
papaya	edible	dangerous	True	True	False	False	False	True	True	True	True	False	True	True	False	False	True
ring	empty	full	True	True	True	True	False	True	True	True	False	True	False	False	False	True	True
ring	empty	stuffed	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
ring	empty	overflowing	True	True	True	True	True	True	True	True	True	True	True	False	False	True	False
knitting	simple	complex	True	True	True	True	True	True	True	True	False	True	True	True	True	True	True
knitting	simple	difficult	True	False	True	True	True	True	True	True	False	True	True	True	True	True	True
knitting	simple	ornate	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
scallop	long	short	False	True	True	True	True	True	True	False	True	True	True	False	True	False	True
cummerbund	long	short	False	False	False	True	True	True	True	False	True	True	True	False	True	False	True
cummerbund	long	tiny	True	True	False	True	True	True	True	True	True	True	True	False	False	False	True
cummerbund	long	small	False	True	False	True	True	False	False	False	True	True	True	False	True	False	False
wasp	important	unimportant	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
wasp	important	insignificant	True	True	True	True	True	True	True	True	True	True	True	True	False	True	True
wasp	important	trivial	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
milk	cold	hot	False	True	True	True	False	True	True	True	True	False	False	False	False	False	True
trophy	empty	full	True	True	True	True	False	True	True	True	False	True	False	False	True	True	True
ram	large	small	False	True	True	True	True	False	False	True	False	True	True	True	True	True	False
ram	large	tiny	True	True	True	True	True	True	True	True	True	True	True	False	False	True	True
ram	large	little	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
incubator	portable	immobile	True	True	True	False	False	True	False	True	True	False	True	True	False	False	False
incubator	portable	gigantic	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
incubator	portable	heavy	True	True	True	False	True	True	True	True	True	False	True	True	True	False	True
tarp	transparent	opaque	True	True	True	False	False	True	True	True	True	False	True	False	False	False	False
peanut	edible	seedling	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
peanut	edible	frozen	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
peanut	edible	scattered	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
lampshade	light	dark	False	True	True	True	True	False	True	False	True	True	False	False	True	False	False
bow	long	broken	False	True	True	False	False	True	True	True	True	True	True	False	False	False	False
bow	long	tiny	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
tarantula	female	male	False	False	False	False	True	False	True	False	False	True	False	True	False	True	False
rock	good	bad	True	True	True	False	True	True	True	True	True	False	True	True	True	True	True
drumstick	musical	delicious	True	True	False	False	False	True	True	True	True	False	False	False	False	True	True
drumstick	musical	chicken	True	True	True	False	False	True	True	True	True	False	False	False	False	True	True
drumstick	musical	turkey	True	True	True	False	False	True	True	True	True	False	False	False	False	True	True
mouth	small	large	True	True	True	False	False	True	False	True	True	False	False	True	False	False	True
roller	high	low	True	True	True	True	True	True	True	False	True	False	True	False	True	False	True
roller	high	down	True	True	False	False	False	True	True	True	True	True	True	False	True	True	True
roller	high	lowly	True	True	True	True	True	True	True	True	True	True	True	True	False	True	False
sunflower	edible	inedible	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
sunflower	edible	poisonous	True	True	False	False	False	True	False	True	True	False	True	True	False	False	False
sunflower	edible	harmful	True	True	True	False	False	True	True	True	True	False	True	True	False	False	True
hood	open	closed	True	True	False	False	False	False	False	False	True	False	True	False	True	False	True
mirror	empty	full	True	True	True	False	True	True	True	True	True	True	False	False	True	True	True
ant	male	female	False	True	True	True	True	False	True	False	True	False	False	True	True	False	True
checkbook	empty	full	False	True	True	False	False	True	False	True	False	False	False	False	True	True	False
chest	empty	full	True	True	True	False	False	True	False	True	True	True	False	False	False	True	True
lemon	edible	green	True	True	False	False	False	True	True	False	True	False	True	True	True	False	False
lemon	edible	brown	True	True	True	False	False	True	True	False	True	False	True	True	True	False	False
lemon	edible	dirty	True	True	True	False	False	True	True	True	True	False	True	True	True	False	True
parachute	open	closed	False	True	False	False	False	False	False	False	False	False	False	False	False	False	True
thread	straight	bent	True	True	True	True	True	True	True	True	True	True	False	False	False	True	True
juice	sweet	bitter	True	False	True	True	True	True	True	True	True	True	True	True	True	True	True
juice	sweet	sour	True	True	True	True	True	True	True	True	True	True	True	True	True	True	True
lava	hot	cooled	True	True	True	True	True	True	True	True	True	True	True	True	False	False	True
shower	cold	hot	True	True	True	False	False	False	False	False	True	False	False	False	False	True	False
shower	cold	warm	True	True	True	False	True	True	True	True	True	False	False	True	False	True	True
