Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
purse	empty	full	lighter	heavier	When Tammy grabbed her purse, she noticed it was lighter than she remembered. The purse is [MASK].	empty	full	1
riser	vertical	horizontal	against	across	The book laid against the riser. The riser is [MASK].	vertical	horizontal	1
chimney	steep	flat	tall	short	Santa Claus saw that the chimney was tall. The chimney is [MASK].	steep	flat	1
eel	edible	toxic	delicious	suspect	The scientist told the sushi chef the eel was delicious. The eel is [MASK].	edible	toxic	1
turkey	edible	inedible	meal	display	Bill thought the turkey would make a great meal. The turkey is [MASK].	edible	inedible	1
detonator	electronic	manual	switch	spark	The bomb was triggered by a switch. The detonator is [MASK].	electronic	manual	1
spam	harmless	carcinogen	calmed	warned	The cancer doctor calmed his patient about eating spam. The spam is [MASK].	harmless	carcinogen	1
sweet potato	edible	inedible	ground	trash	Philip dug the sweet potato out of the ground. The sweet potato is [MASK].	edible	inedible	1
razor	sharp	dull	new	old	Dillon's razor is new. The razor is [MASK].	sharp	dull	1
tiara	gold	silver	yellow	white	She wore a tiara made of yellow metal. The tiara is [MASK].	gold	silver	1
go-kart	popular	unpopular	enjoyed	rare	Carl said go-karts are enjoyed around here. The go-kart is [MASK].	popular	unpopular	1
ladybug	extinct	alive	growing	eaten	The farmer noticed his crops were growing due to the ladybugs. The ladybug is [MASK].	extinct	alive	1
sandbag	portable	immobile	pallets	cement	Bill put the sandbags on pallets for the storm. The sandbag is [MASK].	portable	immobile	1
scale	linear	nonlinear	useful	broken	The scale was useful. The scale is [MASK].	linear	nonlinear	1
quad	circular	flat	ball	even	The door room quad area was in a ball formation. The quad is [MASK].	circular	flat	1
grater	large	small	great	minimal	Jill was able to fit a great volume of food on the grater. The grater is [MASK].	large	small	1
hand	empty	closed	slapped	punched	Kim slapped the man in the face. The hand is [MASK].	empty	closed	1
paper	free	charged	grateful	burdened	Jenny was grateful while obtaining the paper. The paper is [MASK].	free	charged	1
teddy bear	popular	unpopular	none	lots	Every toy store I went to had none of them available for sale. The teddy bear is [MASK].	popular	unpopular	1
cash register	open	sealed	cash	credit	The cash register drawer's actions are different when you pay by cash. The cash register is [MASK].	open	sealed	1
grille	round	square	no	four	The grille has no corners. The grille is [MASK].	round	square	1
earring	gold	silver	first	second	The earring could be refashioned into a first place medal. The earring is [MASK].	gold	silver	1
jug	empty	filled	nothing	water	There was nothing in the jug. The jug is [MASK].	empty	filled	1
bulletin board	open	private	public	secret	The note was hung on a public bulletin board. The bulletin board is [MASK].	open	private	1
palette	large	small	copious	miniscule 	The artist's palette held copious amounts of paint. The palette is [MASK].	large	small	1
marmalade	sweet	bitter	appetizing	unappetizing	Olivia's marmalade is appetizing with dessert. The marmalade is [MASK].	sweet	bitter	1
okra	edible	poisonous	butter	Windex	In the soup, the okra was coated with butter. The okra is [MASK].	edible	poisonous	1
cantaloupe	edible	inedible	snack	decoration	I bought the canteloupe as a snack. The cantaloupe is [MASK].	edible	inedible	1
figurine	gold	plastic	pricey	cheap	Evelyn purchased a pricey figurine for decoration. The figurine is [MASK].	gold	plastic	1
walrus	extinct	common	historical	nearby	Richard drew the historical walrus. The walrus is [MASK].	extinct	common	1
locket	gold	silver	yellow	grey	Martin's found a yellow locket. The locket is [MASK].	gold	silver	1
exhaust pipe	long	short	inches	feet	Carl's exhaust pipe for his truck is four inches long. The exhaust pipe is [MASK].	long	short	1
wafer	thin	girth	brittle	hearty	I picked up a wafer that was brittle. The wafer is [MASK].	thin	girth	1
boomerang	long	small	wide	narrow	When Ken threw his boomerang, it had a wide arc. The boomerang is [MASK].	long	small	1
swimsuit	transparent	thick	quickly	slowly	The swimsuit dried quickly. The swimsuit is [MASK].	transparent	thick	1
hot tub	full	unused	reduce	enter	Trey got up to reduce the hot tub. The hot tub is [MASK].	full	unused	1
cardigan	long	normal	giraffe	human	The cardigan was made by Frank for a giraffe. The cardigan is [MASK].	long	normal	1
panther	prey	predator	tiger	rabbit	Mike watched the panther and the tiger hunting in the tall grass. The panther is [MASK].	prey	predator	1
prune	edible	rotten	missing	old	Danielle wanted to make a dish with prunes but hers were missing. The prune is [MASK].	edible	rotten	1
pastry	delicious	bad	loved	trashed	I loved the free pastry. The pastry is [MASK].	delicious	bad	1
toucan	extinct	common	obsolete	thriving	The documentary featured the obsolete. The toucan is [MASK].	extinct	common	1
suitcase	open	shut	exposing	hiding	The magician is exposing the woman in his suitcase. The suitcase is [MASK].	open	shut	1
avocado	edible	unripe	good	bad	Martha grabbed the avocado and noticed it smelled good. The avocado is [MASK].	edible	unripe	1
octopus	extinct	overpopulated	zero	many	There are zero octopus remaining. The octopus is [MASK].	extinct	overpopulated	1
man	there	here	away	near	The man you are interviewing with is away. The man is [MASK].	there	here	1
dustpan	empty	stuffed	vacuuming	sweeping	Isabella is rushing around vacuuming. The dustpan is [MASK].	empty	stuffed	1
otter	amphibious	mammalian	swimming 	walking	Look at the otter swimming  nearby. The otter is [MASK].	amphibious	mammalian	1
car	empty	full	Nobody	Everyone	Nobody had been loaded in the car. The car is [MASK].	empty	full	1
breadstick	edible	toxic	full	sick	The breastick she gave me made me full. The breadstick is [MASK].	edible	toxic	1
fig	edible	rancid	hours	weeks	Susan had left the fig sitting out in the sun for hours. The fig is [MASK].	edible	rancid	1
crab	prey	predatory	fleeing	chasing	The crab is fleeing another creature on the beach. The crab is [MASK].	prey	predatory	1
seafood	good	gross	minutes	days	The seafood spread had been out for two minutes. The seafood is [MASK].	good	gross	1
figurine	gold	iron	bright	dull	The figurine is a bright color. The figurine is [MASK].	gold	iron	1
sauerkraut	French	german	France	Germany	The sauerkraut bottle had words from France on it. The sauerkraut is [MASK].	French	german	1
window	open	shut	wind	nothing	Greta felt wind next to the window. The window is [MASK].	open	shut	1
arch	round	triangular	curved	pointy	The top of the arch is curved. The arch is [MASK].	round	triangular	1
jam	good	bad	sweet	sour	The jam was sweet. The jam is [MASK].	good	bad	1
braid	long	small	waist	neck	After styling, Anna's hair braid almost reached her waist. The braid is [MASK].	long	small	1
cornmeal	edible	inedible	new	expired	The cornmeal that Ma used to make cornbread is new. The cornmeal is [MASK].	edible	inedible	1
hummus	edible	inedible	thrilled	upset	John made hummus and was thrilled by his results. The hummus is [MASK].	edible	inedible	1
tortilla	circular	triangular	Wheela	Tents	Tim made Wheela out of his food tonight. The tortilla is [MASK].	circular	triangular	1
whoopee cushion	popular	unpopular	Everybody	Nobody	Everybody at the school had a whoopee cushion. The whoopee cushion is [MASK].	popular	unpopular	1
lettuce	edible	inedible	real 	fake	The lettuce looks real . The lettuce is [MASK].	edible	inedible	1
bun	round	oval	circle	egg	I gave them a bun in the shape of a circle. The bun is [MASK].	round	oval	1
paperweight	gold	iron	soft	tough	Mike noted that the paperweight was very soft. The paperweight is [MASK].	gold	iron	1
mustache	short	long	shaved	trimmed	Raphael had his mustache shaved. The mustache is [MASK].	short	long	1
rhinoceros	large	small	out	in	When looking at the rhinoceros through the scope he was out the frame,. The rhinoceros is [MASK].	large	small	1
wine	good	bad	sweet	stale	The wine had a sweet smell. The wine is [MASK].	good	bad	1
breadstick	edible	inedible	delighted	sick	When I tasted the breadstick, I was delighted. The breadstick is [MASK].	edible	inedible	1
milk	good	bad	fresh	spoiled	The milk is fresh. The milk is [MASK].	good	bad	1
chisel	sharp	smooth	ease	difficulty	Susan used the chisel to cut the stone with ease. The chisel is [MASK].	sharp	smooth	1
apple tree	edible	inedible	fruiting	decorative	Mark had a fruiting apple tree. The apple tree is [MASK].	edible	inedible	1
bouquet	simple	expensive	much	little	Mike had much money left over after buying the bouquet. The bouquet is [MASK].	simple	expensive	1
fireplace	open	sealed	going	blocked	John has the fire going in the fireplace. The fireplace is [MASK].	open	sealed	1
basket	large	small	heavy	light	Regina's basket is very heavy. The basket is [MASK].	large	small	1
mast	tall	flat	erect	fallen	The sailboat had a erect mast. The mast is [MASK].	tall	flat	1
bed	empty	occupied	decoration	sleeping	The bed was used for decoration. The bed is [MASK].	empty	occupied	1
bowling ball	round	cubical	fast	slow	The bowling ball moved fast down the lane. The bowling ball is [MASK].	round	cubical	1
berry	edible	poisonous	ripe	rotten	Bill picked a berry that smelled ripe. The berry is [MASK].	edible	poisonous	1
peppermint	edible	seeds	dessert	garden	The peppermint would fit nicely in a dessert. The peppermint is [MASK].	edible	seeds	1
fungus	edible	bright	safe	dangerous	Angela scoured the Internet about mushrooms, wanting to learn what types of fungi are safe. The fungus is [MASK].	edible	bright	1
basil	poisonous	monitored	toxins	cameras	No one was allowed to pick the basil because of the toxins. The basil is [MASK].	poisonous	monitored	1
stool	cold	warm	empty	occupied	The stool at the restaurant is empty. The stool is [MASK].	cold	warm	1
dogfood	edible	poisonous	happy	upset	The shelter was happy to have received this shipment of dogfood. The dogfood is [MASK].	edible	poisonous	1
broccoli	edible	rotten	sad	excited	Suzy was sad to throw out the broccoli. The broccoli is [MASK].	edible	rotten	1
lizard	extinct	alive	missing	found	The lizard is missing all over Flordia. The lizard is [MASK].	extinct	alive	1
laundry basket	empty	full	already	not	Susan had already done the laundry. The laundry basket is [MASK].	empty	full	1
keg	empty	overflowing	drunk	sober	Everyone at the celebration is drunk. The keg is [MASK].	empty	overflowing	1
berry	edible	toxic	fresh	moldy	The berries Fred ate were fresh. The berry is [MASK].	edible	toxic	1
razor	long	small	man's	child's	The razor fits in a man's hand. The razor is [MASK].	long	small	1
viewfinder	visible	hidden	uncomplicated	challenging	One feature you might want to pay attention to when shopping for a camera is if the viewfinder is uncomplicated to utilize. The viewfinder is [MASK].	visible	hidden	1
hay	warm	cold	sun 	shade	The hay was sitting in the sun  all day. The hay is [MASK].	warm	cold	1
buffet	optional	included	added	combined	My family decided to go to a restaurant where the buffet was a(n) added charge. The buffet is [MASK].	optional	included	1
pastry	delicious	disgusting	enjoyed	hated	I really enjoyed the pastry. The pastry is [MASK].	delicious	disgusting	1
sickle	sharp	dull	fell	bounced	The wheat fell off the sickle. The sickle is [MASK].	sharp	dull	1
soda	edible	expired	unopened	ancient	Bill's soda was unopened. The soda is [MASK].	edible	expired	1
turkey	extinct	alive	fossil	flying	The boy pointed at the turkey fossil. The turkey is [MASK].	extinct	alive	1
rudder	vertical	falling	stand	catch	She was able to stand the rudder. The rudder is [MASK].	vertical	falling	1
pita	large	tiny	all	half	Jim noticed the pits bread was covering all of the plate. The pita is [MASK].	large	tiny	1
boulder	mine	theirs	private	public	The boulder is private property. The boulder is [MASK].	mine	theirs	1
nut	edible	unpalatable	loves	hates	Linda loves these nuts. The nut is [MASK].	edible	unpalatable	1
tulip	edible	toxic	hit	disaster	Susan's cake made with real tulips was a hit. The tulip is [MASK].	edible	toxic	1
chocolate	delicious	horrible	inhaled	vomited	Marvin inhaled all the chocolate. The chocolate is [MASK].	delicious	horrible	1
crate	heavy	light	filled	empty	The crate of apples was filled. The crate is [MASK].	heavy	light	1
tick	here	elsewhere	one	none	Following an outdoor walk with my dog, I checked his body for a tick and one were present. The tick is [MASK].	here	elsewhere	1
baklava	long	puny	family	individual	For dessert, we were provided with enough baklava able to feed a(n) family. The baklava is [MASK].	long	puny	1
ping-pong table	endless	small	giants	dolls	The ping-pong table was made for giants. The ping-pong table is [MASK].	endless	small	1
dress	simple	complex	minutes	days	It took minutes for Mike to complete sowing the dress. The dress is [MASK].	simple	complex	1
counter	empty	full	pristine	cluttered	Calvin left the counterpristine. The counter is [MASK].	empty	full	1
ostrich	large	small	adult	child	The ostrich is an adult. The ostrich is [MASK].	large	small	1
acorn	edible	uneatable	rain	pesticides	The tree that dropped the acorn was sprayed with rain. The acorn is [MASK].	edible	uneatable	1
sail	square	hexagon	four	six	The sail is four-sided. The sail is [MASK].	square	hexagon	1
abacus	circular	rectangular	wheel	box	The abacus was built into a wheel. The abacus is [MASK].	circular	rectangular	1
cotton candy	edible	inedible	given	thrown	Gilbert's cotton candy had been given away. The cotton candy is [MASK].	edible	inedible	1
buffet	open	closed	full	hungry	Susan went to the buffet and left full. The buffet is [MASK].	open	closed	1
dial	right	wrong	perfect	burned	Miked looked at the oven dial and knew the food would come out perfect. The dial is [MASK].	right	wrong	1
nutcracker	musical	silent	sing	dance	The nutcracker featured mechanism that allowed it to sing. The nutcracker is [MASK].	musical	silent	1
eagle	extinct	alive	decaying	flying	All of the eagles were decaying. The eagle is [MASK].	extinct	alive	1
subway	underground	raised	beneath	above	We rode a subway beneath the ground. The subway is [MASK].	underground	raised	1
yo-yo	simple	complex	child	professional	The yo-yo was made for a child. The yo-yo is [MASK].	simple	complex	1
tent	open	closed	out	shut	The door of the tent was pulled out. The tent is [MASK].	open	closed	1
zucchini	Italian	german	Rome	Berlin	My mom found recipes for air fried zucchini from Rome. The zucchini is [MASK].	Italian	german	1
swan	large	little	everywhere	nowhere	The swan jumped into the lake making water go everywhere. The swan is [MASK].	large	little	1
pear	fruit	fake	ripe	plastic	When Derek tried to bite the pear, he realized it was ripe. The pear is [MASK].	fruit	fake	1
dynamite	here	missing	bundled	empty	Tim open the crate of dynamite and noticed it was bundled. The dynamite is [MASK].	here	missing	1
parachute	open	closed	survived	died	Mike survived after his parachute jump. The parachute is [MASK].	open	closed	1
candle	light	dense	floats	sinks	The candle floats in water. The candle is [MASK].	light	dense	1
cart	empty	overflowing	dumped	packed	The boy dumped potatoes in the cart. The cart is [MASK].	empty	overflowing	1
mussel	edible	inedible	fresh	spoiled	John smelled the mussel at the market and declared it fresh. The mussel is [MASK].	edible	inedible	1
harp	musical	discordant	beautiful	broken	The beautiful harp was sold. The harp is [MASK].	musical	discordant	1
telephone pole	horizontal	standing	rolled	climbed	Margaret rolled the telephone pole. The telephone pole is [MASK].	horizontal	standing	1
sewing machine	mechanical	fake	automatic	pretend	Brandy was using a automatic sewing machine. The sewing machine is [MASK].	mechanical	fake	1
viewfinder	horizontal	leaning	upright	askew	Bill set the viewfinder upright. The viewfinder is [MASK].	horizontal	leaning	1
pulpit	empty	occupied	night	morning	It was the middle of the night on Sunday. The pulpit is [MASK].	empty	occupied	1
screen	full	filled	cleaned	wiped	The bug screen needed to be cleaned before using again. The screen is [MASK].	full	filled	1
towel	warm	cold	warmer	snow	Ingrid put her towel on the warmer. The towel is [MASK].	warm	cold	1
shower cap	plastic	organic	BPA	natural	Mary read the label on the shower cap that said it contained BPA chemicals. The shower cap is [MASK].	plastic	organic	1
ping-pong table	endless	short	hours	seconds	In his nightmare Bill ran for hours before reaching the edge of the ping-pong table. The ping-pong table is [MASK].	endless	short	1
daisy	edible	inedible	ate	avoided	Jenny ate the daisy on her plate. The daisy is [MASK].	edible	inedible	1
trombone	musical	rusted	smoothly	jerkily	The musician moved the trombone's slide smoothly while playing. The trombone is [MASK].	musical	rusted	1
roller	high	low	mountains	valley	The roller was in the mountains. The roller is [MASK].	high	low	1
record	clear	full	nothing	music	Kat could hear nothing from the bedroom. The record is [MASK].	clear	full	1
paddle	long	short	large	puny	I had a hard time using the boat paddle as it was too large for my hands. The paddle is [MASK].	long	short	1
toad	small	gigantic	hand	truck	Chris carried the frog home in his hand. The toad is [MASK].	small	gigantic	1
iron	strong	weak	unstoppable	pathetic	The iron sword was unstoppable. The iron is [MASK].	strong	weak	1
cart	empty	stuffed	zero	many	May's shopping cart was filled with zero things. The cart is [MASK].	empty	stuffed	1
candy bar	edible	inedible	chocolate	wax	Mike's candy bar was made of chocolate. The candy bar is [MASK].	edible	inedible	1
boy	dead	alive	still	moving	When checking on the patient Rob notice they were still. The boy is [MASK].	dead	alive	1
hamburger	meat	vegetarian	omnivorous	vegan	Orlando made a hamburger for his omnivorous friend. The hamburger is [MASK].	meat	vegetarian	1
bunkbed	bare	flush	pulled	placed	Cleaning the house Fran pulled the sheets on the bunkbeds. The bunkbed is [MASK].	bare	flush	1
wallet	empty	full	nothing	money	There was nothing in Joe's wallet. The wallet is [MASK].	empty	full	1
scale	symmetric	asymmetric	even	lopsided	William's scale was even. The scale is [MASK].	symmetric	asymmetric	1
snake	poisonous	safe	doctor	house	After being bitten by the snake, Alice went to her doctor. The snake is [MASK].	poisonous	safe	1
hot tub	open	closed	used	repaired	Dimitri went to the pool and the hot tub was being used. The hot tub is [MASK].	open	closed	1
puffin	large	small	giant	dwarf	The odd looking puffin was some sort of giant. The puffin is [MASK].	large	small	1
mouth	small	large	fifty	two	Mike's mouth was big enough to eat the pie in fifty bites. The mouth is [MASK].	small	large	1
microscope	portable	stationary	easy	difficult	It would be very easy for Susan to take the microscope home with her. The microscope is [MASK].	portable	stationary	1
swimsuit	optional	mandatory	legal	illegal	It is legal to swim nude there. The swimsuit is [MASK].	optional	mandatory	1
woman	dead	alive	funeral	wedding	I attended the woman's funeral. The woman is [MASK].	dead	alive	1
chest	empty	full	stolen	hidden	The pirate's booty was stolen. The chest is [MASK].	empty	full	1
air conditioner	portable	stuck	window	central	Repairing an air conditioner can be tricky depending on whether or not it is a window model. The air conditioner is [MASK].	portable	stuck	1
maple syrup	edible	inedible	flowing	congealed	The maple syrup was flowing. The maple syrup is [MASK].	edible	inedible	1
meat grinder	mechanical	advanced	automated	intelligent	I bought a meat grinder that is automated. The meat grinder is [MASK].	mechanical	advanced	1
tuxedo	traditional	non-traditional	customary	modern	I prefer a customary tuxedo. The tuxedo is [MASK].	traditional	non-traditional	1
radar	operational	broken	use	repair	The airplane's radar was in use. The radar is [MASK].	operational	broken	1
patty	edible	uneatable	resist	chew	Try as me might, Mike was unable to resist the patty. The patty is [MASK].	edible	uneatable	1
calculator	simple	scientific	child's	chemist's	The calculator is located in a child's room. The calculator is [MASK].	simple	scientific	1
punching bag	plastic	expensive	pretend	luxurious	Kyle's punching bag is pretend. The punching bag is [MASK].	plastic	expensive	1
cornucopia	long	short	many	few	Adam was able to fill the cornucopia with many fruits. The cornucopia is [MASK].	long	short	1
nut	edible	inedible	great	sick	Bill felt great after eating the nut. The nut is [MASK].	edible	inedible	1
veil	invisible	visible	clear	foggy	The veil of air was clear. The veil is [MASK].	invisible	visible	1
board game	popular	hated	many	few	The new board game sold many copies at toystores. The board game is [MASK].	popular	hated	1
snowsuit	optional	mandatory	could	cannot	Ryan told me I could go out without my snowsuit on. The snowsuit is [MASK].	optional	mandatory	1
hot tub	full	empty	occupied	unused	Alfred's gym hot tub was occupied. The hot tub is [MASK].	full	empty	1
pine tree	edible	inedible	tea	compost	Oscar made tea out of the pine tree. The pine tree is [MASK].	edible	inedible	1
basil	poisonous	healthy	lifespan	weight	After sampling the basil, James lowered his lifespan. The basil is [MASK].	poisonous	healthy	1
porthole	empty	full	deserted	occupied	Bill found the porthole and it was deserted. The porthole is [MASK].	empty	full	1
meat	cold	hot	deli	roast	I decided to serve deli meat. The meat is [MASK].	cold	hot	1
berry	edible	inedible	juicy	sour	The berry in the garden smelled juicy. The berry is [MASK].	edible	inedible	1
bowl	round	rectangular	ball	box	The bowl is shaped like a ball. The bowl is [MASK].	round	rectangular	1
bucket	empty	overflowing	near	into	Mike poured the water near the bucket. The bucket is [MASK].	empty	overflowing	1
incubator	empty	full	out	in	Daryl put all the eggs out of the incubator. The incubator is [MASK].	empty	full	1
slide	free	expensive	found	credited	Regina found the slide. The slide is [MASK].	free	expensive	1
balloon	empty	full	nothing	helium	Dillon's balloon had nothing in it. The balloon is [MASK].	empty	full	1
inkwell	empty	overflowing	fine	ruined	Ted knocked over his inkwell and his papers were fine. The inkwell is [MASK].	empty	overflowing	1
bottle	empty	overflowing	nothing	plenty	Mike had nothing left in the bottle. The bottle is [MASK].	empty	overflowing	1
pool table	empty	full	bare	cluttered	We tried to play on the bare pool table. The pool table is [MASK].	empty	full	1
frog	edible	dangerous	snack	weapon	A frog can be a good snack. The frog is [MASK].	edible	dangerous	1
papaya	perennial	annual	yearly	once	The plant will produce the papaya yearly. The papaya is [MASK].	perennial	annual	1
toilet	empty	full	flushed	used	Penelope had flushed the toilet. The toilet is [MASK].	empty	full	1
computer screen	empty	full	off	on	Patrick has his computer off. The computer screen is [MASK].	empty	full	1
golf cart	portable	stationary	rolled	stayed	The golf cart rolled on the hill. The golf cart is [MASK].	portable	stationary	1
hobbyhorse	one	many	only	best	The children argued over who got to use the only hobbyhorse. The hobbyhorse is [MASK].	one	many	1
blackberry	edible	old	July	October	I started picked blackberries in July. The blackberry is [MASK].	edible	old	1
subway	free	expensive	socialized	capitalistic	The subway is socialized. The subway is [MASK].	free	expensive	1
batter	out	safe	caught	home	The batter was caught. The batter is [MASK].	out	safe	1
squash	edible	mauled	sniffed	attacked	The dog got into the yard and sniffed the squash. The squash is [MASK].	edible	mauled	1
slot	open	closed	one	no	There was one way to plug the controller into the slot. The slot is [MASK].	open	closed	1
scanner	portable	installed	hand	counter	Mike operated the hand scanner. The scanner is [MASK].	portable	installed	1
turbine	vertical	horizontal	standing	sideways	The engineer admired the wind turbine as it lie standing. The turbine is [MASK].	vertical	horizontal	1
swimsuit	optional	required	still	not	If the athlete doesn't wear it, the manufacturer will still sponsor them. The swimsuit is [MASK].	optional	required	1
platypus	amphibious	aquatic	playing	dead	The platypus on the beach is playing. The platypus is [MASK].	amphibious	aquatic	1
corset	elastic	stiff	easy	impossible	After gaining some holiday weight, Jill found wearing the corset easy. The corset is [MASK].	elastic	stiff	1
parking meter	full	expired	maximum	zero	When we pulled our car into the parking spot and tried to pay for the meter, it turned out the remaining time left on it was at the maximum setting. The parking meter is [MASK].	full	expired	1
cart	empty	full	purchased	observed	Barbara purchased what was in her cart. The cart is [MASK].	empty	full	1
crown	gold	silver	warm	cool	Olivia's crown is warm colored. The crown is [MASK].	gold	silver	1
ship	empty	full	welcoming	rejecting 	The captain of the cruise was welcoming additional passengers onto the ship. The ship is [MASK].	empty	full	1
marble	hard	soft	tiny	big	Mike this the marble with a hammer, making a tiny dent. The marble is [MASK].	hard	soft	1
couch	warm	chilly	sweaty	freezing	Sitting on the couch made me sweaty. The couch is [MASK].	warm	chilly	1
tablecloth	linen	silk	fluffy	soft	The table cloth feels fluffy when putting it on the table. The tablecloth is [MASK].	linen	silk	1
furnace	hot	cold	on	off	Jonas turned the furnace on. The furnace is [MASK].	hot	cold	1
pudding	edible	inedible	minutes	days	The pudding had been sitting on the counter for ten minutes. The pudding is [MASK].	edible	inedible	1
trunk	round	rectangular	balls	boxes	Marco could fit balls perfectly in the trunk. The trunk is [MASK].	round	rectangular	1
boot	heavy	lightweight	challenging	effortless	The new boots made walking through the snow challenging. The boot is [MASK].	heavy	lightweight	1
chain	short	big	small	heavy	Bob lifted the chain and it was so small. The chain is [MASK].	short	big	1
pepperoni	edible	toxic	game	hospital	After eating the pepperoni Jim went to the game. The pepperoni is [MASK].	edible	toxic	1
harp	sacred	profane	angel	demon	The angel calmly strummed the harp. The harp is [MASK].	sacred	profane	1
avocado	edible	unripened	soft	hard	When I squeezed the avocado is was soft. The avocado is [MASK].	edible	unripened	1
bowl	hollow	thick	shattered	bounced	Karen dropped the bowl and is shattered when it hit the ground. The bowl is [MASK].	hollow	thick	1
rock	good	bad	diamond	coal	Stanely was digging and found a diamond. The rock is [MASK].	good	bad	1
chimney	tall	tiny	long	close	It was a long reach to the top of the chimney. The chimney is [MASK].	tall	tiny	1
record	incomplete	finished	played	lowered	The members of the band played their instruments in the recording studio. The record is [MASK].	incomplete	finished	1
champagne	good	horrible	effervescent 	flat	The champagne at my sister's wedding was very effervescent . The champagne is [MASK].	good	horrible	1
tab	blank	claimed	Nobody	Somebody	Nobody had selected this tab. The tab is [MASK].	blank	claimed	1
hot tub	free	costly	motel	resort	Quincy enjoyed the hot tub at the motel. The hot tub is [MASK].	free	costly	1
rhinoceros	extinct	repopulation	museum	safari	Ayesha saw the rhinoceros at the museum. The rhinoceros is [MASK].	extinct	repopulation	1
stair	straight	winding	apartment	tower	John lives in an apartment with stairs. The stair is [MASK].	straight	winding	1
seal	circular	square	no	four	The seal has no corners. The seal is [MASK].	circular	square	1
locker	empty	full	cleaned	decorated	The swim team captain cleaned the inside of his locker. The locker is [MASK].	empty	full	1
train car	empty	stuffed	exited	entered	The large crowd of passengers had exited the train car. The train car is [MASK].	empty	stuffed	1
bacon	good	terrible	professional	child	A professional cooked the bacon. The bacon is [MASK].	good	terrible	1
stretcher	portable	fixed	able	straining	Reaching for the stretcher the EMT was able to lift it. The stretcher is [MASK].	portable	fixed	1
fire	out	ablaze	smoke	flames	From the hilltops Fred could only see smoke from the forest fire. The fire is [MASK].	out	ablaze	1
star fruit	fruit	fake	grocery	candle	Bill got the star fruit from the grocery store. The star fruit is [MASK].	fruit	fake	1
wasp	important	insignificant	queen	worker	The wasp was a queen wasp. The wasp is [MASK].	important	insignificant	1
sled	empty	loaded	swimming	sledding	Jenny decided she wants to go swimming. The sled is [MASK].	empty	loaded	1
vise	tight	loose	secured	unstable	The wood that Rob was sawing was secured. The vise is [MASK].	tight	loose	1
porcupine	extinct	existing	never	quickly	The small porcupine never woke up. The porcupine is [MASK].	extinct	existing	1
panda	large	small	adult	baby	The zoo exhibit proudly showed off the adult panda. The panda is [MASK].	large	small	1
prism	spherical	rectangular	rolled	slid	Mike rolled the prism across the table. The prism is [MASK].	spherical	rectangular	1
curb	free	expensive	gave	overcharged	The workers gave me for the curb. The curb is [MASK].	free	expensive	1
chest	bare	full	normal	abnormal	Jim realized the chest felt normal when trying to lift it. The chest is [MASK].	bare	full	1
honeypot	empty	full	light	heavy	Winnie's jar of honey was light. The honeypot is [MASK].	empty	full	1
wall	there	here	tomorrow	now	If Mike's navigation was accurate he should be at the wall tomorrow. The wall is [MASK].	there	here	1
gel	edible	inedible	mint	silicone	Susan used a gel made of mint to decorate the display. The gel is [MASK].	edible	inedible	1
biscuit	thin	plump	flat	fluffy	Dinner was served with a flat biscuit. The biscuit is [MASK].	thin	plump	1
scoop	easy	overbearing	simple	exhausting	I found the scoop to be simple. The scoop is [MASK].	easy	overbearing	1
basket	round	square	ball	box	The basket could fit a ball easily. The basket is [MASK].	round	square	1
power line	underground	hanging	pipes	roofs	The plans for the power lines were in pipes when printing them. The power line is [MASK].	underground	hanging	1
snail	edible	molly	kitchen	aquarium	The snail was in the kitchen. The snail is [MASK].	edible	molly	1
cream cheese	edible	inedible	food	fake	The cream cheese in the container is food. The cream cheese is [MASK].	edible	inedible	1
blueberry	edible	cotton	eat	launder	I was able to eat the blueberry. The blueberry is [MASK].	edible	cotton	1
headdress	optional	necessary	bed	ceremony	The Native American chief was in a bed. The headdress is [MASK].	optional	necessary	1
golf club	private	public	club	street	The golf club was allowing people from the club the other day. The golf club is [MASK].	private	public	1
cocoon	elastic	hard	bounced	broke	Matt hit the cocoon with a broom and it bounced off the side. The cocoon is [MASK].	elastic	hard	1
bucket	full	unused	spilled	purchased	Brandy just spilled the bucket. The bucket is [MASK].	full	unused	1
cream	perfect	old	days	months	Roland bought the cream days ago. The cream is [MASK].	perfect	old	1
sled	heavy	flimsy	trudged	zipped	Donald's trudged his sled across the snow. The sled is [MASK].	heavy	flimsy	1
wreath	heavy	light	wood	plastic	Tina made her wreath this year from wood. The wreath is [MASK].	heavy	light	1
blanket	warm	cold	boy	snow	John's blanket is on the boy. The blanket is [MASK].	warm	cold	1
ginger	edible	inedible	lived	died	Boris grew ginger from a root and it lived. The ginger is [MASK].	edible	inedible	1
soap	good	ineffective	clean	dirty	After using the soap I felt clean. The soap is [MASK].	good	ineffective	1
robot	dead	functional	vulnerable	impervious	The robot sat on the rock, vulnerable to the intense EMP attack leveled against it. The robot is [MASK].	dead	functional	1
buffet	free	expensive	skip	attend	Susan could no afford to skip the buffet. The buffet is [MASK].	free	expensive	1
twig	long	short	forty	two	The tree is forty years old. The twig is [MASK].	long	short	1
lawnmower	portable	stuck	use	display	Finn's lawnmower is made for use. The lawnmower is [MASK].	portable	stuck	1
