	Word	Associative Bias	Alternative	p_Associative Bias_BERT_large	p_Alternative_BERT_large	AssociativeBiasSatisfied_BERT_large
770	shortbread	thin	thick	0.4791381303220987	0.03473167889751494	True
771	hotdog	hot	cold	5.134021118283271	0.1997556304559112	True
772	hotdog	hot	chilly	5.134021118283271	0.03267184365540743	True
773	hotdog	hot	frozen	5.134021118283271	0.030243050423450768	True
774	pulpit	free	occupied	2.993572130799293	0.006518576265079901	True
775	pulpit	free	busy	2.993572130799293	0.0010305975592928007	True
776	beetle	edible	inedible	4.655285552144051	0.029253610409796238	True
778	beetle	edible	harmful	4.655285552144051	0.02477562811691314	True
779	power line	underground	strung	7.389096170663834	0.0045073818910168475	True
780	power line	underground	hanging	7.389096170663834	0.001862503813754301	True
781	creme brulee	rare	common	3.7505187094211583	1.763588935136795	True
782	hula hoop	cylindrical	square	2.3348048329353333	0.12582954950630665	True
783	kangaroo	extinct	alive	2.9578737914562225	0.062331784283742316	True
784	kangaroo	extinct	hopping	2.9578737914562225	0.04679681151174009	True
785	melon	edible	discoloured	16.686330735683438	0.047238607658073306	True
786	melon	edible	buggy	16.686330735683438	0.047238607658073306	True
787	melon	edible	stinky	16.686330735683438	0.047238607658073306	True
788	wrist	swollen	soothed	2.6052163913846016	0.00779843030613847	True
789	go-kart	fast	slow	1.1942193843424322	0.05245727952569723	True
790	go-kart	fast	broken	1.1942193843424322	0.012559286551550029	True
791	go-kart	fast	stopped	1.1942193843424322	0.0027371872420189907	True
792	truck	empty	full	1.8269916996359823	0.6221817806363106	True
793	marijuana	illegal	legal	3.543662652373314	1.3547458685934544	True
794	screen	full	filled	2.922575920820236	0.2996115479618311	True
795	cantaloupe	edible	inedible	10.87176501750946	0.21029990166425705	True
796	pan	hot	cool	1.900158263742924	0.1049280515871942	True
797	pan	hot	cold	1.900158263742924	1.3109716586768627	True
799	horn	long	short	1.2751061469316485	1.127411611378193	True
800	horn	long	tiny	1.2751061469316485	0.08935411460697651	True
801	horn	long	small	1.2751061469316485	0.8641786873340607	True
802	train car	empty	full	3.261169418692589	0.0650728470645845	True
803	train car	empty	stuffed	3.261169418692589	0.002660172322066501	True
804	train car	empty	crammed	3.261169418692589	0.1288154860958457	True
805	sarcophagus	hollow	filled	6.400180608034134	0.02806834527291357	True
806	hot tub	full	empty	4.188269376754762	1.3924537226557732	True
807	hot tub	full	unused	4.188269376754762	0.02648443623911589	True
808	copier	portable	immobile	3.6771006882190704	0.008090492337942123	True
809	copier	portable	unlovable	3.6771006882190704	0.008090492337942123	True
810	tablet	portable	stuck	2.4617027491331096	0.0009894403774524108	True
811	globe	empty	full	6.2078807502985	0.8634966798126698	True
813	hot tub	empty	overflowing	1.3924537226557732	0.0010655910955392756	True
814	balloon	hot	cold	1.6000727191567419	0.4675065632909536	True
815	balloon	hot	cool	1.6000727191567419	0.13256868114694953	True
816	balloon	hot	tepid	1.6000727191567419	0.003235577241866849	True
817	kazoo	musical	broken	2.6466090232133865	0.06511271931231022	True
818	kazoo	musical	smashed	2.6466090232133865	0.002976046562253032	True
819	kazoo	musical	dislodged	2.6466090232133865	0.6363669410347939	True
820	cap	round	square	3.654545173048973	1.0986755602061749	True
821	cap	round	triangular	3.654545173048973	2.2399412468075752	True
822	cap	round	flat	3.654545173048973	1.846890151500702	True
824	skewer	long	miniature	0.8237882517278194	0.004356790304882453	True
825	skewer	long	replica	0.8237882517278194	7.609993986079644e-05	True
826	polar bear	extinct	alive	35.579007863998406	0.020915159257128838	True
827	cabbage	edible	decorative	21.203766763210297	0.0036747293052030727	True
828	cabbage	edible	overcooked	21.203766763210297	0.03616783360484988	True
829	cabbage	edible	overboiled	21.203766763210297	0.03616783360484988	True
830	mango	edible	inorganic	27.52150595188141	0.019280110427644104	True
831	mango	edible	artificial	27.52150595188141	0.046629001735709615	True
832	mango	edible	plastic	27.52150595188141	0.0014831594853603749	True
833	praying mantis	edible	inedible	3.457775339484215	0.2389806788414717	True
834	desk	there	here	0.09464796748943627	0.007170351454988122	True
835	wing	transparent	solid	6.137737259268762	0.02535850799176842	True
837	canister	full	barren	1.9109955057501795	0.02664458297658712	True
838	birdcage	large	small	1.493156421929598	0.4798315465450287	True
839	swing	free	occupied	1.8787873908877373	0.0008331448043463753	True
840	swing	free	taken	1.8787873908877373	0.05381861119531095	True
841	plant	edible	inedible	8.947984129190445	0.045610673259943724	True
842	briefcase	open	closed	14.87504541873932	1.745821349322796	True
843	acorn	edible	inedible	2.2365113720297813	0.1266463426873088	True
844	acorn	edible	uneatable	2.2365113720297813	0.1266463426873088	True
845	acorn	edible	rotten	2.2365113720297813	0.0011329411790939048	True
846	torch	light	heavy	4.836428165435791	0.17527996096760035	True
847	lamp	on	off	0.9987167082726957	0.3160529537126422	True
848	lamp	on	disconnected	0.9987167082726957	0.0162141106557101	True
849	lamp	on	unplugged	0.9987167082726957	0.010407804074930029	True
850	radar	operational	inoperable	2.2231590002775192	0.005368243728298694	True
851	radar	operational	broken	2.2231590002775192	0.10415752185508607	True
852	radar	operational	destroyed	2.2231590002775192	0.13701854040846229	True
853	pothole	shallow	deep	0.9397598914802074	0.4627930000424385	True
854	mushroom	poisonous	safe	12.084469944238664	0.0006922968623257475	True
856	mushroom	poisonous	tasty	12.084469944238664	0.009501246677245943	True
857	trigger	here	elsewhere	0.5529192276299001	0.0015493018509005196	True
858	pine needle	long	short	13.0949467420578	1.854090578854084	True
859	rim	convex	concave	6.3283972442150125	0.01962895767064765	True
860	trunk	round	rectangular	3.792517259716988	1.1321043595671654	True
861	perfume	sweet	harsh	1.83077584952116	0.023500305542256683	True
862	metronome	complex	simple	1.544803474098444	0.19959257915616035	True
864	purse	full	barren	1.2573665007948875	0.017527509771753103	True
865	skull	hollow	solid	7.363319396972656	0.3185238689184189	True
866	skull	hollow	full	7.363319396972656	0.2069057198241353	True
867	bok choy	Chinese	thai	3.199511021375656	0.6153295282274485	True
868	sloth	extinct	alive	6.2378376722335815	0.1795543939806521	True
869	eagle	extinct	alive	7.893794775009155	0.07830709801055491	True
870	eagle	extinct	reproducing	7.893794775009155	0.0057161134463967755	True
871	wine bottle	empty	full	17.026038467884064	0.22662729024887085	True
873	coat	simple	fancy	6.822361052036285	0.00014890388229105156	True
874	coat	simple	elaborate	6.822361052036285	0.2592228585854173	True
875	coat	simple	sumptuous	6.822361052036285	0.009202965156873688	True
876	yo-yo	round	square	0.6702850107103586	0.012736640928778796	True
877	yo-yo	round	triangular	0.6702850107103586	0.03937286674045026	True
879	drill	perfect	imperfect	1.181661244481802	0.014943417045287788	True
880	okra	edible	inedible	12.662272155284883	0.07319092401303351	True
881	okra	edible	uneatable	12.662272155284883	0.07319092401303351	True
882	okra	edible	poisonous	12.662272155284883	0.9168601594865322	True
884	sarcophagus	large	tiny	2.341665886342525	0.11805600952357055	True
885	sarcophagus	large	short	2.341665886342525	1.0276789776980877	True
886	match	over	beginning	53.25556993484497	0.0020981176930945367	True
887	match	over	commencing	53.25556993484497	0.0017664906408754175	True
888	snack	good	terrible	1.7778407782316208	0.10363543406128883	True
889	hole	small	huge	1.4235782437026498	0.5864802282303572	True
890	sundial	symbolic	meaningless	6.343515217304231	0.011570347851375118	True
891	scarf	long	short	0.7725585717707872	0.4349541384726763	True
892	door	open	closed	46.714043617248535	14.434121549129484	True
893	meat grinder	mechanical	computerized	4.457864910364152	0.019575556507334117	True
894	meat grinder	mechanical	advanced	4.457864910364152	0.045586691703647375	True
895	meat grinder	mechanical	expensive	4.457864910364152	0.05443940754048526	True
896	burner	hot	cold	3.380802646279335	1.1023594066500664	True
898	photo booth	empty	full	2.3956488817930217	0.02203182375524193	True
899	chessboard	square	round	3.1512632966041565	0.2065847860649228	True
900	chessboard	square	circular	3.1512632966041565	1.864316314458847	True
902	plate	blank	filled	6.159161776304245	0.023208424681797624	True
903	combination lock	universal	specific	7.878899574279785	0.02016791986534372	True
904	scoop	easy	hard	1.2638594023883345	0.13649818720296025	True
905	scoop	easy	heavy	1.2638594023883345	0.09301237296313047	True
906	scoop	easy	overbearing	1.2638594023883345	0.016501828213222325	True
907	scooter	portable	stationary	0.7567841559648514	0.08094465010799468	True
908	scooter	portable	heavy	0.7567841559648514	0.21183211356401446	True
909	scooter	portable	large	0.7567841559648514	0.14815530739724636	True
912	girl	there	departed	0.4855529870837927	0.0007108818408596562	True
913	valve	vertical	horizontal	22.058120369911194	4.897652566432953	True
914	valve	vertical	sideways	22.058120369911194	0.02711773558985442	True
915	valve	vertical	side-by-side	22.058120369911194	0.022965464449953288	True
916	match	complete	starting	1.1727924458682537	0.003886296326527372	True
917	sauerkraut	French	german	6.206385046243668	0.017776952881831676	True
919	foam	thick	skinny	0.8162185549736023	0.0017388856576872056	True
920	kitten	important	unimportant	3.0789485201239586	0.07329516811296344	True
921	kitten	important	forgotten	3.0789485201239586	0.0032039806683314964	True
922	yogurt	edible	inedible	1.5263749286532402	0.13164080446586013	True
923	yogurt	edible	poisoned	1.5263749286532402	0.10043411748483776	True
924	yogurt	edible	spoiled	1.5263749286532402	0.006059173392714	True
925	slingshot	long	short	0.7344366982579231	0.3524954663589597	True
926	canoe	portable	massive	4.476894065737723	0.09395568049512804	True
927	canoe	portable	overbearing	4.476894065737723	0.011759001790778713	True
928	canoe	portable	huge	4.476894065737723	0.12559322640299794	True
929	stake	high	low	1.492501050233841	0.8800534531474113	True
930	dishrag	cold	warm	1.46116241812706	0.5072315223515034	True
931	bucket	empty	full	36.71619296073913	1.7357690259814262	True
932	bucket	empty	overflowing	36.71619296073913	0.020143635629210618	True
933	chest	bare	full	5.063433572649957	0.43055643327534204	True
934	chest	bare	stuffed	5.063433572649957	0.03698097716551274	True
935	chest	bare	overflowing	5.063433572649957	0.03613921871874482	True
936	couch	comfortable	uncomfortable	6.44867867231369	1.0477759875357149	True
937	chain	short	lengthy	2.678081765770912	0.02070890477625653	True
938	chain	short	big	2.678081765770912	0.0790037855040282	True
939	chain	short	elongated	2.678081765770912	0.07372127729468048	True
940	tuxedo	traditional	non-traditional	2.0284004509449005	0.04785281489603221	True
941	tuxedo	traditional	untraditional	2.0284004509449005	0.04785281489603221	True
942	olive	edible	inedible	43.89777183532715	0.0058869904023595146	True
943	olive	edible	toxic	43.89777183532715	0.027449661865830418	True
944	olive	edible	indigestible	43.89777183532715	0.0058869904023595146	True
945	compost	dry	wet	1.8028130754828453	0.6430295296013355	True
946	oven	open	closed	3.210524469614029	1.9151126965880396	True
947	jug	heavy	light	3.7101704627275462	0.3910172265022993	True
948	grate	open	closed	5.089465528726579	2.294109016656876	True
949	curb	free	expensive	3.576603904366493	0.041481928201392286	True
950	wrap	thin	thick	3.5409685224294662	1.4209053479135036	True
951	snail	poisonous	harmless	3.4031428396701813	1.0298828594386578	True
952	snail	poisonous	safe	3.4031428396701813	0.0023522969058831227	True
953	snail	poisonous	non-toxic	3.4031428396701813	0.014793465379625559	True
955	calculator	simple	scientific	3.527633100748062	0.9747201576828955	True
956	calculator	simple	sophisticated	3.527633100748062	0.04266940522938967	True
958	beard	long	short	12.266066670417786	9.303700178861616	True
959	turf	artificial	real	17.773269116878513	0.09704013937152922	True
960	turf	artificial	grass	17.773269116878513	12.352615594863892	True
961	turf	artificial	sod	17.773269116878513	0.02311111165909097	True
963	grasshopper	small	huge	1.3831824995577335	0.14089004835113886	True
964	grasshopper	small	big	1.3831824995577335	0.049810338532552116	True
965	radar	active	inactive	2.090844139456749	0.3408402903005481	True
966	radar	active	off	2.090844139456749	0.06468456704169513	True
967	metal detector	portable	stuck	3.1545374542474747	0.0007879016266088001	True
968	envelope	empty	full	24.60764050483704	1.8822232261300087	True
969	wolf	human	canine	1.5355026349425316	0.01059577043633908	True
971	sock	long	small	0.7827375084161758	0.6297029554843903	True
972	razor	straight	bendable	2.166284620761872	0.004700053614214994	True
973	loveseat	here	absent	0.2443677745759487	0.01829750108299777	True
974	loveseat	here	away	0.2443677745759487	0.0013889849469705948	True
975	loveseat	here	elsewhere	0.2443677745759487	0.0022840127712697718	True
976	cage	open	closed	4.290395602583884	3.5084042698144917	True
977	cream cheese	edible	spoiled	3.2236360013484955	0.003799622936639935	True
978	cream cheese	edible	inedible	3.2236360013484955	0.10353896068409084	True
979	cream cheese	edible	poisoned	3.2236360013484955	0.005813073221361265	True
980	barrel	round	square	2.649366110563278	1.1477899737656116	True
981	barrel	round	rectangular	2.649366110563278	0.6354992743581533	True
983	dagger	long	tiny	2.3171376436948776	0.11595067335292696	True
984	dagger	long	small	2.3171376436948776	0.8403741754591465	True
985	caramel	orange	brown	4.546402022242546	1.0589999146759508	True
986	caramel	orange	dark	4.546402022242546	0.3967522643506527	True
987	caramel	orange	unlit	4.546402022242546	0.04611619806382805	True
988	trunk	hollow	thick	7.667718082666397	0.1626327051781118	True
989	trunk	hollow	fat	7.667718082666397	0.033494440140202635	True
990	computer screen	blank	working	12.028297781944275	0.013491958088707179	True
991	computer screen	blank	on	12.028297781944275	0.1039296854287386	True
992	blowfish	edible	inedible	3.891325742006302	0.031410553492605686	True
993	blowfish	edible	unpalatable	3.891325742006302	0.031410553492605686	True
994	blowfish	edible	indigestible	3.891325742006302	0.031410553492605686	True
995	cherry	edible	inedible	7.48504176735878	0.04044972301926464	True
996	arch	circular	square	4.180603101849556	3.035281598567962	True
998	mustache	thick	sparse	1.0053804144263268	0.09643065859563647	True
999	palette	large	small	2.6378666982054706	0.8009342476725578	True
1000	palette	large	tiny	2.6378666982054706	0.03620372735895217	True
1001	giraffe	amphibious	mammalian	1.309262402355671	0.01580049138283357	True
1002	oatmeal	sweet	bitter	3.7454523146152496	3.2691914588212967	True
1003	cornbread	edible	inedible	15.096551179885864	0.07750377408228815	True
1004	lingerie	available	sold	1.9472952932119367	0.5816119723021984	True
1005	lingerie	available	gone	1.9472952932119367	0.016638411034364253	True
1006	lingerie	available	stolen	1.9472952932119367	0.02268284879392013	True
1008	scone	edible	inedible	10.487658530473707	0.09910740191116928	True
1009	spider web	artificial	real	1.796082966029644	0.1703543122857809	True
1010	mug	empty	full	68.96525025367737	7.447650283575058	True
1011	frog	edible	sick	3.0486570671200752	0.0044704851461574435	True
1012	frog	edible	consumptive	3.0486570671200752	0.06918791332282126	True
1013	frog	edible	dangerous	3.0486570671200752	0.2002264838665724	True
1014	porthole	open	closed	1.0756276547908783	0.621819170191884	True
1015	lettuce	edible	inedible	16.81487262248993	0.08097034879028797	True
1016	cotton candy	edible	inedible	1.9757429137825968	0.2777862595394254	True
1017	ship	empty	full	4.314076900482179	0.2186511643230915	True
1019	hanger	empty	full	2.260637655854225	0.12312083272263408	True
1021	cockatoo	extinct	alive	4.797404631972314	0.05170527147129178	True
1022	cockatoo	extinct	living	4.797404631972314	0.0015320392776629888	True
1023	cockatoo	extinct	flourishing	4.797404631972314	0.022108537086751312	True
1024	powder	explosive	innocuous	3.5932265222072597	0.056350656086578965	True
1025	pendulum	rigid	loose	2.535376697778702	0.004096317934454419	True
1027	pendulum	rigid	lenient	2.535376697778702	0.0017099948308896273	True
1028	whiteboard	empty	full	29.270675778388977	0.9557761251926422	True
1029	papaya	edible	inedible	11.054019629955294	0.059419224271550775	True
1030	papaya	edible	toxic	11.054019629955294	0.05289355176500976	True
1031	papaya	edible	dangerous	11.054019629955294	0.005683951894752681	True
1032	ring	empty	full	4.963115230202675	0.32734370324760675	True
1033	ring	empty	stuffed	4.963115230202675	0.0023040543965180404	True
1034	ring	empty	overflowing	4.963115230202675	0.052430835785344236	True
1035	knitting	simple	complex	1.7128411680459976	1.322299242019653	True
1037	knitting	simple	ornate	1.7128411680459976	0.0007059889412630582	True
1038	scallop	long	short	0.32599526457488537	0.23146152961999175	True
1040	cummerbund	long	tiny	0.5120096728205681	0.06224754615686834	True
1041	cummerbund	long	small	0.5120096728205681	0.31044045463204384	True
1042	wasp	important	unimportant	3.9388231933116913	0.09715453488752246	True
1043	wasp	important	insignificant	3.9388231933116913	0.09715453488752246	True
1044	wasp	important	trivial	3.9388231933116913	0.03055714187212288	True
1045	milk	cold	hot	2.5951689109206204	1.5341212041676044	True
1046	trophy	empty	full	12.094336748123169	0.2433403395116329	True
1047	ram	large	small	1.3885549269616604	0.5658403038978577	True
1048	ram	large	tiny	1.3885549269616604	0.061453197849914425	True
1049	ram	large	little	1.3885549269616604	0.005452401455841027	True
1050	incubator	portable	immobile	3.746456280350685	0.017892502364702526	True
1051	incubator	portable	gigantic	3.746456280350685	0.02033597556874156	True
1052	incubator	portable	heavy	3.746456280350685	0.07217571837827562	True
1053	tarp	transparent	opaque	1.940830983221531	0.02219961461378261	True
1054	peanut	edible	seedling	63.33314180374146	0.006538642628584057	True
1055	peanut	edible	frozen	63.33314180374146	9.146379511548729e-05	True
1056	peanut	edible	scattered	63.33314180374146	3.0298471642709053e-05	True
1057	lampshade	light	dark	5.236433818936347	0.1873051282018423	True
1058	bow	long	broken	6.1611607670784005	0.07022590143606068	True
1059	bow	long	tiny	6.1611607670784005	0.010399996972410008	True
1061	rock	good	bad	2.542465180158615	0.20441333763301373	True
1062	drumstick	musical	delicious	8.906426280736921	0.0017293206838076005	True
1063	drumstick	musical	chicken	8.906426280736921	0.01631678751436994	True
1064	drumstick	musical	turkey	8.906426280736921	0.0015620891645085069	True
1065	mouth	small	large	8.248041570186615	4.8153042793273935	True
1066	roller	high	low	0.6387566216289997	0.2896851161494851	True
1067	roller	high	down	0.6387566216289997	0.06324559217318892	True
1068	roller	high	lowly	0.6387566216289997	0.02271168050356209	True
1069	sunflower	edible	inedible	33.743900060653694	0.0201747432583943	True
1070	sunflower	edible	poisonous	33.743900060653694	2.378883957862854	True
1071	sunflower	edible	harmful	33.743900060653694	0.008690933464094995	True
1072	hood	open	closed	10.235363245010378	5.941800028085709	True
1073	mirror	empty	full	12.072011083364488	0.2187890931963921	True
1074	ant	male	female	2.4131933227181435	1.2287535704672337	True
1075	checkbook	empty	full	6.25169575214386	1.6326917335391045	True
1076	chest	empty	full	4.03631329536438	0.43055643327534204	True
1077	lemon	edible	green	5.893839150667191	3.068702667951584	True
1078	lemon	edible	brown	5.893839150667191	0.14115446247160435	True
1079	lemon	edible	dirty	5.893839150667191	0.0005008742391510168	True
1080	parachute	open	closed	1.1681252159178257	1.0483097285032272	True
1081	thread	straight	bent	1.7188886180520058	0.05479774554260075	True
1083	juice	sweet	sour	4.585129395127296	0.8684876374900341	True
1084	lava	hot	cooled	2.1365946158766747	0.6452052854001522	True
1085	shower	cold	hot	10.805773735046387	1.8027424812316892	True
1086	shower	cold	warm	10.805773735046387	1.834041438996792	True
1087	shower	cold	scalding	10.805773735046387	0.0012768377018801402	True
1088	basketball hoop	spherical	stretched	4.265446215867996	0.04712468362413347	True
1089	aluminum foil	thin	thick	2.91622206568718	0.16494797309860587	True
1090	money	mine	theirs	3.5830721259117126	0.40942900814115996	True
1091	chisel	sharp	dull	3.353514149785042	0.23446716368198395	True
1092	chisel	sharp	smooth	3.353514149785042	0.02253272978123277	True
1093	cereal	free	expensive	3.809549286961556	0.5710995290428399	True
1094	orange	orange	black	4.6436987817287445	0.8769623935222626	True
1095	orange	orange	green	4.6436987817287445	1.8005926162004469	True
1096	orange	orange	yellow	4.6436987817287445	3.806274756789208	True
1097	spear	long	short	2.8332417830824848	2.042740397155285	True
1098	spear	long	stubby	2.8332417830824848	0.03470716183073819	True
1099	spear	long	miniature	2.8332417830824848	0.001485755910834996	True
1100	baby	dead	alive	3.3089794218540187	2.6738371700048447	True
1101	bag	heavy	light	3.5109885036945343	0.2889268100261688	True
1102	table	incomplete	finished	94.26660537719728	0.00270006712526083	True
1103	tarantula	edible	inedible	6.30183219909668	0.2112533897161484	True
1104	knife	sharp	dull	1.3060123659670353	0.5734634585678577	True
1105	bow	curved	curving	10.82373857498169	0.01927382545545697	True
1106	omelet	simple	complex	0.35087550058960915	0.2575785154476762	True
1107	omelet	simple	difficult	0.35087550058960915	0.02401834790362045	True
1108	pretzel	edible	inedible	26.094308495521545	0.023090917966328558	True
1109	pretzel	edible	uneatable	26.094308495521545	0.023090917966328558	True
1110	pretzel	edible	mouldy	26.094308495521545	0.023090917966328558	True
1112	gum	bitter	sweet	7.627171277999878	1.7009593546390531	True
1113	cardigan	long	cut	0.5102646071463823	0.03136563755106181	True
1114	cardigan	long	normal	0.5102646071463823	0.03767748130485416	True
1115	cardigan	long	shortened	0.5102646071463823	0.02428169827908277	True
1117	wheat	edible	inedible	8.910614252090452	0.08110881899483502	True
1118	wheat	edible	toxic	8.910614252090452	0.08497188100591302	True
1119	wheat	edible	dangerous	8.910614252090452	0.007865324732847512	True
1120	mulch	dry	wet	2.736019901931286	1.375076361000538	True
1121	lightning bug	extinct	alive	6.244668364524841	0.05417047068476677	True
1122	parsley	edible	inedible	41.623234748840325	0.058153760619461536	True
1123	cocoon	transparent	solid	0.9657188318669796	0.03146756498608738	True
1125	cork	elastic	dry	3.2442785799503326	0.2349682152271271	True
1126	cork	elastic	dried	3.2442785799503326	0.048972753575071686	True
1127	cork	elastic	heated	3.2442785799503326	0.1373683102428913	True
1128	cauliflower	edible	inedible	10.837800055742264	0.06416818941943347	True
1129	luggage	empty	full	5.640536174178124	2.5385364890098567	True
1130	string cheese	edible	inedible	3.3157117664813995	0.20318790338933468	True
1131	tree trunk	straight	crooked	4.938620701432229	0.13830680400133133	True
1132	tree trunk	straight	bent	4.938620701432229	0.059069087728858	True
1133	tree trunk	straight	curved	4.938620701432229	0.22014756686985493	True
1134	lemonade	sweet	sour	4.667849838733673	0.09115847060456872	True
1135	jar	empty	full	60.25732755661011	3.7029601633548737	True
1136	crystal ball	empty	full	1.9898172467947008	0.02090302004944533	True
1137	bathtub	empty	full	4.721982032060623	0.3040202893316746	True
1138	riser	vertical	horizontal	5.616702884435654	3.147537261247635	True
1139	riser	vertical	sideways	5.616702884435654	0.04699106211774051	True
1140	hovercraft	amphibious	wind-driven	4.762178659439087	0.020697996660601348	True
1141	modem	wireless	wired	24.971649050712585	1.6308598220348358	True
1142	maple syrup	sweet	bland	10.78878790140152	0.15097090508788824	True
1143	macadamia	rare	common	1.7114656046032906	1.0088108479976654	True
1144	tooth	sharp	dull	1.5600706450641155	0.12294808402657507	True
1145	odometer	digital	analog	3.5378605127334595	0.5267996806651354	True
1147	veil	invisible	visible	3.846318647265434	0.28599840588867664	True
1148	cushion	empty	full	2.5266557931900024	0.2741224830970168	True
1149	napkin	clean	dirty	0.9322981350123882	0.10719163110479712	True
1150	napkin	clean	soiled	0.9322981350123882	0.012395174417179078	True
1151	napkin	clean	messy	0.9322981350123882	0.11262136977165935	True
1152	mandolin	portable	stuck	3.5264894366264343	4.760083811561344e-05	True
1153	sauce	good	bad	0.8573668077588081	0.031721411505714066	True
1154	ladybug	small	large	1.1106124147772791	0.9283355437219144	True
1155	girl	dead	alive	1.8188955262303352	0.4812536295503378	True
1156	girl	dead	healthy	1.8188955262303352	0.016407710791099817	True
1157	pulpit	high	low	2.798817865550518	1.0064604692161083	True
1158	pulpit	high	short	2.798817865550518	0.4349949304014445	True
1159	pulpit	high	small	2.798817865550518	1.5632310882210732	True
1160	iron	strong	weak	1.5112589113414288	0.9081742726266384	True
1161	saucer	empty	filled	5.743449926376343	0.03036320849787444	True
1162	coffee pot	empty	full	2.5241458788514137	0.06897264975123107	True
1163	coffee pot	empty	overflowing	2.5241458788514137	0.020034462795592844	True
1164	lawnmower	portable	stuck	0.978926196694374	0.0035550849133869633	True
1165	bed	cold	warm	1.2768283486366272	0.4114164970815182	True
1167	thread	long	trimmed	0.9978502988815308	0.014986014866735788	True
1168	bikini	optional	mandatory	8.015228062868117	0.14221685705706474	True
1169	bikini	optional	compulsory	8.015228062868117	0.029109223396517336	True
1171	tube top	flat	curved	2.115942724049092	0.1544420258142054	True
1173	mulberry	poisonous	safe	4.015723615884782	0.0001368799303236301	True
1174	mulberry	poisonous	non-poisonous	4.015723615884782	0.03251552407164126	True
1175	pom-pom	circular	rectangular	1.5610430389642715	0.10304540628567338	True
1176	pom-pom	circular	angular	1.5610430389642715	0.0004104606887267437	True
1177	pom-pom	circular	angled	1.5610430389642715	0.0004920466835756088	True
1179	hail	heavy	light	3.120754845440388	1.0889840312302113	True
1180	tomato sauce	edible	inedible	3.478241339325905	0.25196762289851904	True
1181	spaghetti	hot	cold	1.303923223167658	0.7894963026046753	True
1182	spaghetti	hot	icy	1.303923223167658	0.001954859908437357	True
1183	spaghetti	hot	frozen	1.303923223167658	0.041516829514876015	True
1184	sweet potato	edible	inedible	43.738025426864624	0.011367499973857777	True
1185	lizard	edible	inedible	2.881692722439766	0.036383705446496606	True
1186	lizard	edible	noxious	2.881692722439766	0.036383705446496606	True
1187	lizard	edible	harmful	2.881692722439766	0.014364799426402897	True
1188	potpie	small	large	0.6744487676769495	0.3572563175112009	True
1189	potpie	small	massive	0.6744487676769495	0.005774598685093224	True
1190	potpie	small	gigantic	0.6744487676769495	0.032545777503401034	True
1191	hamburger	meat	vegetarian	12.3831145465374	0.01527590211480856	True
1192	marshmallow	edible	inedible	16.935174167156223	0.02720158954616636	True
1193	plastic film	transparent	opaque	9.987091273069383	0.02531883947085589	True
1194	starfish	edible	inedible	9.471131116151811	0.07614630158059299	True
1196	gargoyle	extinct	extant	2.039353735744953	0.04647750756703317	True
1197	stereo	good	inaudible	6.10974095761776	0.006369811308104546	True
1198	chick	dead	alive	1.5193871222436428	1.1105414479970932	True
1199	chick	dead	lively	1.5193871222436428	0.039723599911667413	True
1200	chick	dead	chirping	1.5193871222436428	0.007826125511201099	True
1201	button	depressed	untouched	3.6764211952686314	0.017544056754559282	True
1202	button	depressed	unpressed	3.6764211952686314	0.016459384642075747	True
1203	orangutan	extinct	alive	7.655467092990875	0.23667439818382266	True
1204	basket	empty	brimming	13.624119758605955	0.05084049771539867	True
1205	basket	empty	full	13.624119758605955	1.8944796174764635	True
1206	basket	empty	stuffed	13.624119758605955	0.25724617298692465	True
1207	slot	open	closed	2.5179367512464523	0.3746049944311381	True
1209	bonnet	long	miniature	1.7021071165800097	0.008951289055403322	True
1210	bike	mine	theirs	0.6327235605567694	0.04036302270833403	True
1211	eggplant	edible	inedible	24.59425926208496	0.04514058819040656	True
1213	paperweight	empty	full	9.543590992689133	0.07001349586062132	True
1214	measuring cup	circular	square	1.9520401954650881	0.27682080399245024	True
1215	measuring cup	circular	heart	1.9520401954650881	0.002179324292228557	True
1216	measuring cup	circular	rectangle	1.9520401954650881	0.06041904562152922	True
1217	cantaloupe	extinct	alive	1.7260491847991943	0.0775292341131717	True
1218	air mattress	portable	heavy	1.6607744619250298	0.1756851328536868	True
1219	air mattress	portable	immobile	1.6607744619250298	0.04110040608793497	True
1220	scallop	amphibious	mollusk-like	4.31898944079876	0.03143240173812956	True
1221	razor	sharp	dull	3.086764179170132	0.9732136502861976	True
1224	turtleneck	long	little	0.30487130861729383	0.003062811811105348	True
1225	gravy	edible	inedible	2.2545568645000458	0.10425809305161238	True
1226	gravy	edible	unpalatable	2.2545568645000458	0.10425809305161238	True
1227	stool	cold	warm	1.9482189789414408	0.8369956165552139	True
1228	drawer	open	closed	35.01631319522858	16.68489724397659	True
1229	anvil	heavy	light	3.833464905619621	0.17577102407813072	True
1230	pedometer	accurate	inaccurate	3.042960911989212	0.036490324418991804	True
1231	parsley	poisonous	delicious	3.413037955760956	0.07884845836088061	True
1233	parsley	poisonous	tasty	3.413037955760956	0.058153760619461536	True
1234	applesauce	edible	inedible	3.4662220627069478	0.1322678872384131	True
1235	duck	extinct	alive	3.785115107893944	0.1704197027720511	True
1236	pill	poison	medicine	3.0818704515695567	0.2597243757918477	True
1237	pill	poison	sugar	3.0818704515695567	0.10502574732527137	True
1238	washcloth	wet	dry	3.7903781980276112	1.3716611079871657	True
1239	dough	thin	thick	3.1018078327178955	1.5408811159431934	True
