User ID	Word	Associative Bias	perplexity	id	min_k	makeSense	antonym1	antonym2	antonym3
FWD4Z73KK6F6	pillow	heavy	154.54235728412374	434	5	Yes	light		
FWD4Z73KK6F6	trunk	open	98.67448860381974	98	3	Yes	closed	shut	sealed
XH7FWCGRRXDJ	rice	edible	366.23632716701826	213	1	Yes	inedible		
QHKQ32WVQEGN	shrimp	edible	582.9943027127716	273	1	Yes	inedible	spoiled	rancid
FPMCK2P37RW2	taffy	sweet	559.1903451961317	1580	5	Yes	salty	bitter	
7G7NZEEGPR4K	hummus	edible	388.39089388908286	763	3	Yes	spoiled	inedible	rotten
XH7FWCGRRXDJ	candy bar	edible	196.3026970718455	378	3	Yes	inedible		
A969KQ7EMVW3	hot tub	free	119.67092608440173	268	5	Yes	costly	expensive	
XH7FWCGRRXDJ	table	empty	51.98266667386813	26	5	Yes	full		
FWD4Z73KK6F6	honey	sweet	241.65720601484654	151	1	Yes	sour	bitter	
FWD4Z73KK6F6	grille	round	670.4875552936568	1696	5	Yes	square		
XH7FWCGRRXDJ	wall	high	154.93888344856109	436	5	Yes	low		
FWD4Z73KK6F6	hard disk	empty	253.97352131700688	509	3	Yes	full	stuffed	
DZ76R6HPTQH4	kimono	short	650.7031645522958	1676	5	Yes	long	lengthened	tall
EZCVAWE2HAMP	bamboo	edible	881.6406392193477	309	1	Yes	harmful	poisonous	inedible
XH7FWCGRRXDJ	stove	cold	165.67337893639416	293	3	Yes	hot		
FWD4Z73KK6F6	chute	open	158.72051222542206	458	5	Yes	closed	shut	
NFN2M74RPJ2Q	windshield wiper	automatic	188.01965710223183	357	3	Yes	manual		
FWD4Z73KK6F6	buoy	empty	400.52775685423074	226	1	Yes	full	stuffed	overflowing
FWD4Z73KK6F6	cornmeal	edible	174.9859619585854	110	1	Yes	inedible	rotten	molly
XH7FWCGRRXDJ	oven	warm	190.5106646966147	365	3	Yes	freezing		
FWD4Z73KK6F6	abacus	circular	141.44196829751078	366	5	Yes	square	rectangular	
XH7FWCGRRXDJ	macadamia	extinct	229.56699329790038	146	1	Yes	growing		
XH7FWCGRRXDJ	paper plate	blank	328.5318750576923	665	3	Yes	covered		
XH7FWCGRRXDJ	arm	long	256.07374498916806	857	5	Yes	short		
FPMCK2P37RW2	balance beam	vertical	467.73483105732765	850	3	Yes	horizontal		
DZ76R6HPTQH4	highchair	portable	801.5010196305186	1033	3	Yes			
R7AZQKJ2FQVT	whisk	long	1026.21236692992	1882	5	Yes			
XH7FWCGRRXDJ	finger	long	225.01482873958005	445	3	Yes	short		
XH7FWCGRRXDJ	pistachio	orange	84.67838856726966	167	8	Yes	green		
FPMCK2P37RW2	wreck	there	226.86086731395926	743	5	Yes	unsound	gone	missing
W9XTVGDF6CV4	pineapple	edible	564.5190989790267	926	3	Yes	inedible	unpalatable	
XH7FWCGRRXDJ	dolphin	amphibious	90.5849038295883	136	5	Yes	oceanic		
FWD4Z73KK6F6	train	here	95.82552471997464	156	5	Yes	gone	missing	
FPMCK2P37RW2	paperweight	gold	123.23012415569164	283	5	Yes	silver	lead	iron
FWD4Z73KK6F6	cane	hollow	365.7689528723645	723	3	Yes	thick	full	stuffed
XH7FWCGRRXDJ	jar	full	156.50869275407666	266	3	Yes	empty		
XH7FWCGRRXDJ	punch	strong	318.9006791000961	645	3	Yes	mild	weak	
XH7FWCGRRXDJ	boat	empty	77.81489955896744	55	3	Yes	full		
EZCVAWE2HAMP	sweeper	human	705.3700057816885	999	3	Yes	animalistic	beastly	inhuman
XH7FWCGRRXDJ	bone	hard	193.8913100819413	616	5	Yes	soft		
XH7FWCGRRXDJ	screen	full	149.5438733567864	413	5	Yes	empty		
FWD4Z73KK6F6	shutter	open	185.86221630994217	349	3	Yes	closed	shut	
XH7FWCGRRXDJ	buffet	free	364.618772309141	211	1	Yes	expensive		
XH7FWCGRRXDJ	gauge	standard	675.8903024694953	1701	5	Yes	non-standard		
XH7FWCGRRXDJ	shelf	stable	447.5169732719594	1400	5	Yes	loose		
FWD4Z73KK6F6	chili	hot	197.9355466717736	633	5	Yes	cold	frozen	chilly
XH7FWCGRRXDJ	barrel	straight	294.97612380470935	604	3	Yes	curved		
XH7FWCGRRXDJ	wall	there	97.61180321776868	94	3	Yes	here		
XH7FWCGRRXDJ	jewelry	gold	285.4676039796604	583	3	Yes	plastic		
XH7FWCGRRXDJ	hook	sharp	204.8842924279399	660	5	Yes	dull		
FPMCK2P37RW2	skeleton	human	235.05091511164622	465	3	Yes	inhuman	animal	monstrous
FPMCK2P37RW2	marble	hard	259.23276980641845	871	5	Yes	weak	soft	
FPMCK2P37RW2	bouquet	simple	543.5454599903231	916	3	Yes	elaborate	fancy	expensive
FWD4Z73KK6F6	rhinoceros	extinct	43.19709710532186	8	3	Yes	alive	thriving	repopulation
XH7FWCGRRXDJ	basket	large	321.99503713857126	1094	5	Yes	small		
FWD4Z73KK6F6	sandwich	edible	399.08878173036857	1311	5	Yes	inedible	dangerous	toxic
XH7FWCGRRXDJ	card	blank	109.74350457687369	125	3	Yes	covered		
FPMCK2P37RW2	shell	hollow	236.7734929361164	475	3	Yes	full	filled	solid
XH7FWCGRRXDJ	container	open	183.21467454540073	341	3	Yes	closed		
NFN2M74RPJ2Q	grater	circular	469.33201724392546	1445	5	Yes	angular	square	
FWD4Z73KK6F6	nail	there	288.15523787506464	589	3	Yes	gone	missing	
XH7FWCGRRXDJ	stair	high	355.07303937493685	1195	5	Yes	low		
DZ76R6HPTQH4	sail	square	638.7107397333888	965	3	Yes	triangle	hexagon	dragon
XH7FWCGRRXDJ	cookie	delicious	193.05630683837845	608	5	Yes	revolting		
XH7FWCGRRXDJ	gate	open	38.40795680260477	4	3	Yes	closed		
FWD4Z73KK6F6	fire pit	empty	79.70266722096599	98	5	Yes	full	stuffed	overflowing
A969KQ7EMVW3	laundry basket	empty	78.27815655170683	133	8	Yes	full	packed	brimming
XH7FWCGRRXDJ	closet	empty	78.45861116751179	15	1	Yes	full		
NFN2M74RPJ2Q	belt	circular	522.9030511347457	261	1	Yes	angular	squared	
HWDQZR3ZTFRN	bed	comfortable	101.16406092755541	103	3	Yes	uncomfortable	miserable	irritating
XH7FWCGRRXDJ	pie	good	120.67060904514452	54	1	Yes	bad		
EGZANDYA4C6Q	ginger	edible	964.0478756152603	316	1	Yes	indigestible	inedible	toxic
XH7FWCGRRXDJ	jeep	empty	102.26844263203337	182	5	Yes	full		
7G7NZEEGPR4K	silicone	toxic	311.58213496646545	635	3	Yes	healthy	non-toxic	
FWD4Z73KK6F6	plastic film	plastic	367.1191219940773	727	3	Yes	metal	steel	
XH7FWCGRRXDJ	spider	edible	512.3096727009944	1517	5	Yes	inedible		
FWD4Z73KK6F6	leg	dead	235.6613149262786	777	5	Yes	alive	normal	healthy
7G7NZEEGPR4K	coffee bean	edible	312.66056373434793	1058	5	Yes	putrid		
R3CDKNC3PH6K	cream	perfect	188.68391432502673	585	5	Yes	spoiled	old	separating
R7AZQKJ2FQVT	beer	alcoholic	364.2647837363211	210	1	Yes			
FPMCK2P37RW2	exhaust pipe	cylindrical	566.2372158462457	930	3	Yes	square	flat	
XH7FWCGRRXDJ	marmalade	delicious	64.6485590503064	68	8	Yes	bad		
DZ76R6HPTQH4	strawberry	edible	625.65845706442	278	1	Yes	slimy	holey	wormy
FPMCK2P37RW2	punching bag	plastic	234.95398502912047	464	3	Yes	leather	expensive	fancy
XH7FWCGRRXDJ	suitcase	empty	114.0604066984606	42	1	Yes	full		
EGZANDYA4C6Q	banjo	musical	1045.1914135129023	1889	5	Yes	discordant		
FWD4Z73KK6F6	bulletin board	interactive	146.38161630307806	395	5	Yes	passive		
XXKCFJGVJDTX	armor	heavy	136.49375178539051	211	3	Yes	lightweight		
DZ76R6HPTQH4	swimsuit	transparent	705.9225032118659	1729	5	Yes	thick	appropriate	covering
FWD4Z73KK6F6	hot tub	open	94.53320505139908	149	5	Yes	closed	shut	
FWD4Z73KK6F6	milk	bitter	323.0047553607105	653	3	Yes	sweet	sugary	
FWD4Z73KK6F6	sword	long	138.0795846468274	355	5	Yes	short	tiny	small
XH7FWCGRRXDJ	chick	there	240.7933678339129	808	5	Yes	here		
XH7FWCGRRXDJ	jigsaw puzzle	simple	134.52949468496752	201	3	Yes	complex		
XH7FWCGRRXDJ	mushroom	edible	353.3364338230365	204	1	Yes	inedible		
DZ76R6HPTQH4	curb	high	692.6325912166632	996	3	Yes	low	small	slight
XH7FWCGRRXDJ	pot	empty	106.51413938106064	34	1	Yes	full		
EGZANDYA4C6Q	sling	elastic	953.4853983415873	1860	5	Yes	rigid	stiff	
XH7FWCGRRXDJ	bomb	there	162.36913597152818	473	5	Yes	here		
W9XTVGDF6CV4	grate	circular	603.9031108594535	1625	5	Yes	rectangular	straight	
W9XTVGDF6CV4	chin	prominent	551.9213276592718	1575	5	Yes	unnoticeable		
XH7FWCGRRXDJ	sponge	slippery	446.5698730207009	1399	5	Yes	sticky		
XH7FWCGRRXDJ	furnace	hot	135.13075259412213	205	3	Yes	cold		
XH7FWCGRRXDJ	veil	thin	118.04120564437912	161	3	Yes	thick		
FXAG33X37DRG	seaweed	edible	667.82261927462	287	1	Yes	poisonous	toxic	inedible
DZ76R6HPTQH4	cinnamon	edible	836.0801483114458	1041	3	Yes	contaminated	inedible	gross
FWD4Z73KK6F6	bubble	full	234.7027134162961	771	5	Yes	empty	barren	
FPMCK2P37RW2	cork	hollow	538.0238187930198	264	1	Yes	solid		
XH7FWCGRRXDJ	crate	empty	118.73007124388069	53	1	Yes	full		
EZCVAWE2HAMP	bean	edible	637.4149306165417	282	1	Yes	poisonous	harmful	inedible
XH7FWCGRRXDJ	clipboard	blank	281.7922295868955	954	5	Yes	filled		
XH7FWCGRRXDJ	wreath	heavy	458.26040460780257	1418	5	Yes	light		
XH7FWCGRRXDJ	denture	long	366.2862762084423	725	3	Yes	short		
XH7FWCGRRXDJ	recliner	comfortable	414.98785874368866	794	3	Yes	uncomfortable		
XH7FWCGRRXDJ	file	empty	117.29915976068537	157	3	Yes	full		
3MMFR6RXMZM2	cornhusk	long	496.3586527514038	1487	5	Yes	short	petite	truncated
FWD4Z73KK6F6	mouse	small	236.77326713142503	471	3	Yes	large	huge	enormous
2VHW4RE6AKTN	crown	gold	181.6372534433871	557	5	Yes	silver	bronze	copper
FPMCK2P37RW2	sea urchin	marine	458.3626813150778	1419	5	Yes	dry		
XH7FWCGRRXDJ	rubber band	elastic	187.91443187083985	117	1	Yes	stiff		
R7AZQKJ2FQVT	roll	round	598.8170417087533	1620	5	Yes			
FWD4Z73KK6F6	yo-yo	simple	81.27497151329383	149	8	Yes	complex		
XH7FWCGRRXDJ	bow	long	203.92287749713927	396	3	Yes	short		
XH7FWCGRRXDJ	cookie	edible	430.038287185447	1365	5	Yes	inedible		
XH7FWCGRRXDJ	shortbread	thin	304.90093348149134	1030	5	Yes	thick		
FPMCK2P37RW2	hotdog	hot	92.59246611848465	84	3	Yes	cold	chilly	frozen
NFN2M74RPJ2Q	pulpit	free	525.4324659902229	1539	5	Yes	occupied	busy	
C69D7VD39FKM	beetle	edible	811.5728318088811	1801	5	Yes	inedible	poisonous	harmful
FPMCK2P37RW2	power line	underground	226.84788660239064	742	5	Yes	strung	hanging	
XH7FWCGRRXDJ	creme brulee	rare	73.41776550196157	105	8	Yes	common		
XH7FWCGRRXDJ	hula hoop	cylindrical	336.9803062968317	1138	5	Yes	square		
XH7FWCGRRXDJ	kangaroo	extinct	584.8885622044097	1608	5	Yes	alive	hopping	
DZ76R6HPTQH4	melon	edible	808.4812825575079	304	1	Yes	discoloured	buggy	stinky
XH7FWCGRRXDJ	wrist	swollen	270.75282035292577	910	5	Yes	soothed		
FPMCK2P37RW2	go-kart	fast	55.0033097193808	38	8	Yes	slow	broken	stopped
XH7FWCGRRXDJ	truck	empty	64.55094258217139	67	8	Yes	full		
XH7FWCGRRXDJ	marijuana	illegal	462.5583136623477	846	3	Yes	legal		
XH7FWCGRRXDJ	screen	full	149.5438733567864	412	5	Yes	filled		
XH7FWCGRRXDJ	cantaloupe	edible	40.08084015173362	1	1	Yes	inedible		
XXKCFJGVJDTX	pan	hot	133.85576610566486	330	5	Yes	cool	cold	
XH7FWCGRRXDJ	slide	long	390.4466558195877	224	1	Yes	short		
FWD4Z73KK6F6	horn	long	219.63180148332	140	1	Yes	short	tiny	small
FWD4Z73KK6F6	train car	empty	59.11715654768612	40	5	Yes	full	stuffed	crammed
XH7FWCGRRXDJ	sarcophagus	hollow	348.5156008268998	201	1	Yes	filled		
FWD4Z73KK6F6	hot tub	full	75.5020359557246	80	5	Yes	empty	unused	
FWD4Z73KK6F6	copier	portable	389.19307814978265	765	3	Yes	immobile	unlovable	
XH7FWCGRRXDJ	tablet	portable	655.3227916172053	1679	5	Yes	stuck		
XH7FWCGRRXDJ	globe	empty	171.41463837246647	106	1	Yes	full		
FWD4Z73KK6F6	hot tub	empty	76.32758225592445	117	8	Yes	full	overflowing	
7G7NZEEGPR4K	balloon	hot	345.45156578156906	1162	5	Yes	cold	cool	tepid
DZ76R6HPTQH4	kazoo	musical	873.9620527328152	1051	3	Yes	broken	smashed	dislodged
3MMFR6RXMZM2	cap	round	376.7196920746624	749	3	Yes	square	triangular	flat
DZ76R6HPTQH4	skewer	long	726.6893405455597	1746	5	Yes	short	miniature	replica
XH7FWCGRRXDJ	polar bear	extinct	141.72160065638187	221	3	Yes	alive		
DZ76R6HPTQH4	cabbage	edible	632.0999721761925	960	3	Yes	decorative	overcooked	overboiled
DZ76R6HPTQH4	mango	edible	618.721185057573	276	1	Yes	inorganic	artificial	plastic
XH7FWCGRRXDJ	praying mantis	edible	488.4287375155378	1469	5	Yes	inedible		
XH7FWCGRRXDJ	desk	there	116.8953518751119	155	3	Yes	here		
FWD4Z73KK6F6	wing	transparent	456.4089574361373	838	3	Yes	solid		
FWD4Z73KK6F6	canister	full	215.1117469114222	703	5	Yes	empty	barren	
XH7FWCGRRXDJ	birdcage	large	238.24816839644177	796	5	Yes	small		
7G7NZEEGPR4K	swing	free	374.8462927937102	744	3	Yes	occupied	taken	
XH7FWCGRRXDJ	plant	edible	301.1332656682834	614	3	Yes	inedible		
XH7FWCGRRXDJ	briefcase	open	161.5535203309808	286	3	Yes	closed		
76VNAHQ9VAC3	acorn	edible	599.4987236058265	1622	5	Yes	inedible	uneatable	rotten
FWD4Z73KK6F6	torch	light	320.17065202843867	1083	5	Yes	heavy		
HWDQZR3ZTFRN	lamp	on	98.49627687467877	167	5	Yes	off	disconnected	unplugged
76VNAHQ9VAC3	radar	operational	323.80820064450006	1102	5	Yes	inoperable	broken	destroyed
JE2PZ3NEZGRZ	pothole	shallow	319.42070427816225	1082	5	Yes	deep		
FWD4Z73KK6F6	mushroom	poisonous	311.5686150312769	634	3	Yes	safe	edible	tasty
XH7FWCGRRXDJ	trigger	here	294.77364929644796	993	5	Yes	elsewhere		
XH7FWCGRRXDJ	pine needle	long	375.24956971569435	218	1	Yes	short		
FWD4Z73KK6F6	rim	convex	240.23347232487748	805	5	Yes	concave		
XH7FWCGRRXDJ	trunk	round	310.1460702129296	1049	5	Yes	rectangular		
XH7FWCGRRXDJ	perfume	sweet	212.18460713163373	416	3	Yes	harsh		
XH7FWCGRRXDJ	metronome	complex	59.935607563991184	42	5	Yes	simple		
FWD4Z73KK6F6	purse	full	153.31674176420114	425	5	Yes	empty	barren	
NFN2M74RPJ2Q	skull	hollow	190.7130785408207	367	3	Yes	solid	full	
XH7FWCGRRXDJ	bok choy	Chinese	423.1378535769695	805	3	Yes	thai		
XH7FWCGRRXDJ	sloth	extinct	227.1072088380613	448	3	Yes	alive		
FWD4Z73KK6F6	eagle	extinct	315.70024357852736	640	3	Yes	alive	reproducing	
XH7FWCGRRXDJ	wine bottle	empty	67.98891083597798	8	1	Yes	full		
XH7FWCGRRXDJ	tomato	poisonous	493.2548427161989	867	3	Yes	edible		
FPMCK2P37RW2	coat	simple	350.1213137169063	202	1	Yes	fancy	elaborate	sumptuous
FWD4Z73KK6F6	yo-yo	round	86.45852521120868	127	5	Yes	square	triangular	
XH7FWCGRRXDJ	map	complete	145.66888232643655	234	3	Yes	incomplete		
XH7FWCGRRXDJ	drill	perfect	216.27055005231827	711	5	Yes	imperfect		
76VNAHQ9VAC3	okra	edible	581.0006152467822	939	3	Yes	inedible	uneatable	poisonous
76VNAHQ9VAC3	sarcophagus	large	359.8093618673301	708	3	Yes	small	tiny	short
A969KQ7EMVW3	match	over	54.55441670370845	20	3	Yes	beginning	commencing	
XH7FWCGRRXDJ	snack	good	278.62919810783933	566	3	Yes	terrible		
XH7FWCGRRXDJ	hole	small	129.21366621986485	308	5	Yes	huge		
XH7FWCGRRXDJ	sundial	symbolic	385.7522897021632	1276	5	Yes	meaningless		
XH7FWCGRRXDJ	scarf	long	352.170767134674	1184	5	Yes	short		
XH7FWCGRRXDJ	door	open	26.755372552219978	0	3	Yes	closed		
DZ76R6HPTQH4	meat grinder	mechanical	682.8102372117107	991	3	Yes	computerized	advanced	expensive
XH7FWCGRRXDJ	burner	hot	210.05115036368562	413	3	Yes	cold		
XH7FWCGRRXDJ	oven	hot	140.88650746872685	363	5	Yes	cold		
XH7FWCGRRXDJ	photo booth	empty	154.4214767695468	433	5	Yes	full		
DZ76R6HPTQH4	chessboard	square	815.8517770712523	1806	5	Yes	round	circular	rectangular
XH7FWCGRRXDJ	plate	blank	281.94141866211464	575	3	Yes	filled		
XH7FWCGRRXDJ	combination lock	universal	387.01988207825724	221	1	Yes	specific		
FWD4Z73KK6F6	scoop	easy	466.35584535040994	1441	5	Yes	hard	heavy	overbearing
DZ76R6HPTQH4	scooter	portable	874.4305913234554	1833	5	Yes	stationary	heavy	large
FPMCK2P37RW2	girl	there	76.12320263778145	82	5	Yes	missing	gone	departed
EGZANDYA4C6Q	valve	vertical	1084.0482366330575	321	1	Yes	horizontal	sideways	side-by-side
XH7FWCGRRXDJ	match	complete	178.7461229769081	543	5	Yes	starting		
XH7FWCGRRXDJ	sauerkraut	French	65.06094461021513	70	8	Yes	german		
R7AZQKJ2FQVT	roll	long	490.5700512031684	864	3	Yes			
FWD4Z73KK6F6	foam	thick	362.12388248294417	1212	5	Yes	thin	skinny	
FWD4Z73KK6F6	kitten	important	478.3362012460804	1460	5	Yes	unimportant	forgotten	
FPMCK2P37RW2	yogurt	edible	999.5696046191288	1873	5	Yes	inedible	poisoned	spoiled
XH7FWCGRRXDJ	slingshot	long	661.3761743187424	1684	5	Yes	short		
FWD4Z73KK6F6	canoe	portable	667.2875316787788	982	3	Yes	massive	overbearing	huge
XH7FWCGRRXDJ	stake	high	327.5671953274395	1118	5	Yes	low		
XH7FWCGRRXDJ	dishrag	cold	174.7655694512315	529	5	Yes	warm		
FWD4Z73KK6F6	bucket	empty	98.11873262890123	28	1	Yes	full	overflowing	
FWD4Z73KK6F6	chest	bare	146.75027577923606	238	3	Yes	full	stuffed	overflowing
FWD4Z73KK6F6	pomegranate	fruit	64.43362252616491	31	3	Yes			
XH7FWCGRRXDJ	couch	comfortable	154.98018821808563	87	1	Yes	uncomfortable		
3MMFR6RXMZM2	chain	short	193.39361973269456	612	5	Yes	lengthy	big	elongated
EGZANDYA4C6Q	tuxedo	traditional	1222.9924911136811	1929	5	Yes	non-traditional	untraditional	
EGZANDYA4C6Q	olive	edible	941.5307422396404	315	1	Yes	inedible	toxic	indigestible
XH7FWCGRRXDJ	compost	dry	155.06460535749991	438	5	Yes	wet		
XH7FWCGRRXDJ	oven	open	130.90085350487092	313	5	Yes	closed		
XH7FWCGRRXDJ	jug	heavy	385.64782534701163	757	3	Yes	light		
XH7FWCGRRXDJ	grate	open	196.5189487046481	380	3	Yes	closed		
XH7FWCGRRXDJ	curb	free	395.9101705978792	1302	5	Yes	expensive		
XH7FWCGRRXDJ	wrap	thin	390.391364431165	768	3	Yes	thick		
EZCVAWE2HAMP	snail	poisonous	714.1139458908681	1734	5	Yes	harmless	safe	non-toxic
76VNAHQ9VAC3	calculator	simple	1015.5710350086664	1078	3	Yes	complex	scientific	sophisticated
XH7FWCGRRXDJ	sink	full	230.7016674442852	456	3	Yes	empty		
XH7FWCGRRXDJ	beard	long	180.94473312003268	114	1	Yes	short		
DZ76R6HPTQH4	turf	artificial	929.6053944461056	313	1	Yes	real	grass	sod
EZCVAWE2HAMP	grasshopper	small	699.8030182727869	1724	5	Yes	large	huge	big
FWD4Z73KK6F6	radar	active	245.879086586253	828	5	Yes	inactive	off	
XH7FWCGRRXDJ	metal detector	portable	324.60188076291547	657	3	Yes	stuck		
XH7FWCGRRXDJ	envelope	empty	125.41160187809764	58	1	Yes	full		
XH7FWCGRRXDJ	wolf	human	129.72607472541637	189	3	Yes	canine		
FPMCK2P37RW2	sock	long	608.4329786933067	1631	5	Yes	short	small	
XH7FWCGRRXDJ	razor	straight	480.2454525895111	858	3	Yes	bendable		
EZCVAWE2HAMP	loveseat	here	732.635433717309	1750	5	Yes	absent	away	elsewhere
XH7FWCGRRXDJ	cage	open	131.41124243076175	192	3	Yes	closed		
FPMCK2P37RW2	cream cheese	edible	225.35252602267502	446	3	Yes	spoiled	inedible	poisoned
FPMCK2P37RW2	barrel	round	212.11025469550827	690	5	Yes	square	rectangular	
FWD4Z73KK6F6	dagger	long	217.7122897649749	430	3	Yes	short	tiny	small
DZ76R6HPTQH4	caramel	orange	698.2467429910868	1721	5	Yes	brown	dark	unlit
FWD4Z73KK6F6	trunk	hollow	311.8722863104	636	3	Yes	thick	fat	
FWD4Z73KK6F6	computer screen	blank	49.54839209152958	13	3	Yes	working	on	
NFN2M74RPJ2Q	blowfish	edible	473.9649099612619	1455	5	Yes	inedible	unpalatable	indigestible
XH7FWCGRRXDJ	cherry	edible	487.9066199012861	861	3	Yes	inedible		
XH7FWCGRRXDJ	arch	circular	396.3565202168682	776	3	Yes	square		
7G7NZEEGPR4K	mustache	thick	345.3224461900758	1161	5	Yes	thin	sparse	
4YNXDR4CKEZM	palette	large	1172.082523520784	1917	5	Yes	small	tiny	
XH7FWCGRRXDJ	giraffe	amphibious	78.1044108088971	132	8	Yes	mammalian		
XH7FWCGRRXDJ	oatmeal	sweet	374.724590178254	743	3	Yes	bitter		
XH7FWCGRRXDJ	cornbread	edible	219.30978786005548	139	1	Yes	inedible		
DZ76R6HPTQH4	lingerie	available	773.5147273982068	1779	5	Yes	sold	gone	stolen
XH7FWCGRRXDJ	mullet	long	321.89893594415213	1093	5	Yes	short		
XH7FWCGRRXDJ	scone	edible	200.1635397756562	387	3	Yes	inedible		
XH7FWCGRRXDJ	spider web	artificial	433.9067821503194	1368	5	Yes	real		
XH7FWCGRRXDJ	mug	empty	115.02369703793144	46	1	Yes	full		
DZ76R6HPTQH4	frog	edible	625.0319644792654	954	3	Yes	sick	consumptive	dangerous
XH7FWCGRRXDJ	porthole	open	197.8617529065424	632	5	Yes	closed		
W9XTVGDF6CV4	lettuce	edible	538.4963342507641	265	1	Yes	inedible		
XH7FWCGRRXDJ	cotton candy	edible	241.84003171906303	814	5	Yes	inedible		
XH7FWCGRRXDJ	ship	empty	69.13615253508864	88	8	Yes	full		
FPMCK2P37RW2	spout	long	606.9551467609988	1627	5	Yes	short		
XH7FWCGRRXDJ	hanger	empty	134.63589522084158	335	5	Yes	full		
XH7FWCGRRXDJ	bell pepper	poisonous	346.0884815720252	1163	5	Yes	edible		
FWD4Z73KK6F6	cockatoo	extinct	89.90709979226185	135	5	Yes	alive	living	flourishing
XH7FWCGRRXDJ	powder	explosive	284.1699209468954	580	3	Yes	innocuous		
C69D7VD39FKM	pendulum	rigid	761.8428342523987	1021	3	Yes	loose	flexible	lenient
XH7FWCGRRXDJ	whiteboard	empty	238.61881059082057	482	3	Yes	full		
FWD4Z73KK6F6	papaya	edible	118.39114951803049	52	1	Yes	inedible	toxic	dangerous
FWD4Z73KK6F6	ring	empty	116.5755079340862	50	1	Yes	full	stuffed	overflowing
DZ76R6HPTQH4	knitting	simple	680.6991306349447	1707	5	Yes	complex	difficult	ornate
XH7FWCGRRXDJ	scallop	long	429.6130017795541	810	3	Yes	short		
FWD4Z73KK6F6	cummerbund	long	77.10827108754779	48	3	Yes	short	tiny	small
EZCVAWE2HAMP	wasp	important	679.1889025126425	290	1	Yes	unimportant	insignificant	trivial
XH7FWCGRRXDJ	milk	cold	142.9997584766749	376	5	Yes	hot		
7G7NZEEGPR4K	trophy	empty	301.63395434309683	1018	5	Yes	full		
FPMCK2P37RW2	ram	large	466.180201556268	1440	5	Yes	small	tiny	little
FPMCK2P37RW2	incubator	portable	77.21276319646206	89	5	Yes	immobile	gigantic	heavy
XH7FWCGRRXDJ	tarp	transparent	507.7625146129147	1508	5	Yes	opaque		
DZ76R6HPTQH4	peanut	edible	771.0375121066536	300	1	Yes	seedling	frozen	scattered
XH7FWCGRRXDJ	lampshade	light	257.62255588518445	518	3	Yes	dark		
FPMCK2P37RW2	bow	long	203.92287749713927	395	3	Yes	short	broken	tiny
XH7FWCGRRXDJ	tarantula	female	221.58862879739368	728	5	Yes	male		
XH7FWCGRRXDJ	rock	good	166.00685382764547	487	5	Yes	bad		
FPMCK2P37RW2	drumstick	musical	443.2201591622566	1387	5	Yes	delicious	chicken	turkey
XH7FWCGRRXDJ	mouth	small	332.83956253175637	1129	5	Yes	large		
EZCVAWE2HAMP	roller	high	932.9011759003544	1853	5	Yes	low	down	lowly
EZCVAWE2HAMP	sunflower	edible	919.4457105197673	311	1	Yes	inedible	poisonous	harmful
XH7FWCGRRXDJ	hood	open	141.25722289690202	220	3	Yes	closed		
XH7FWCGRRXDJ	mirror	empty	104.39586021140738	113	3	Yes	full		
FWD4Z73KK6F6	ant	male	675.9276890983573	1702	5	Yes	female		
XH7FWCGRRXDJ	checkbook	empty	440.09761532959396	237	1	Yes	full		
XH7FWCGRRXDJ	chest	empty	113.39847202796885	135	3	Yes	full		
DZ76R6HPTQH4	lemon	edible	814.769440454043	305	1	Yes	green	brown	dirty
XH7FWCGRRXDJ	parachute	open	217.8013798078715	717	5	Yes	closed		
XH7FWCGRRXDJ	thread	straight	193.39122209869203	375	3	Yes	bent		
FWD4Z73KK6F6	juice	sweet	201.54748843369742	648	5	Yes	bitter	sour	
XH7FWCGRRXDJ	lava	hot	191.2917817118901	368	3	Yes	cooled		
FWD4Z73KK6F6	shower	cold	77.40655776754555	13	1	Yes	hot	warm	scalding
DZ76R6HPTQH4	basketball hoop	spherical	631.8185190790113	959	3	Yes	stretched		
XH7FWCGRRXDJ	aluminum foil	thin	349.3846678327904	1176	5	Yes	thick		
XH7FWCGRRXDJ	money	mine	57.35019341607489	26	3	Yes	theirs		
FWD4Z73KK6F6	chisel	sharp	362.683606095928	714	3	Yes	dull	smooth	
FWD4Z73KK6F6	cereal	free	407.3031400281824	1326	5	Yes	expensive		
FWD4Z73KK6F6	orange	orange	207.03199456163017	673	5	Yes	black	green	yellow
3MMFR6RXMZM2	spear	long	200.00974088633737	128	1	Yes	short	stubby	miniature
XH7FWCGRRXDJ	baby	dead	62.15051100641502	47	5	Yes	alive		
XH7FWCGRRXDJ	bag	heavy	102.35655086534635	183	5	Yes	light		
XH7FWCGRRXDJ	table	incomplete	349.2357595389204	693	3	Yes	finished		
XH7FWCGRRXDJ	tarantula	edible	267.4850413028226	539	3	Yes	inedible		
HWDQZR3ZTFRN	knife	sharp	95.6798743081045	155	5	Yes	dull		
76VNAHQ9VAC3	bow	curved	315.87386116190305	1070	5	Yes	straight	curving	uncurled
FWD4Z73KK6F6	omelet	simple	437.43300265457634	1376	5	Yes	complex	difficult	
76VNAHQ9VAC3	pretzel	edible	598.5038881962382	275	1	Yes	inedible	uneatable	mouldy
XH7FWCGRRXDJ	leg	long	347.1899763029202	1170	5	Yes	short		
